date,VV,VH,Orbit,Crop_Name,latitude,longitude
2021-09-10,-7.601897750116261,-12.519944997944798,DESCENDING,Ragi,12.7424083,77.5816367
2021-09-22,-9.371372993409153,-13.853033674948815,DESCENDING,Ragi,12.7424083,77.5816367
2021-10-04,-6.793271353920849,-10.559260353944103,DESCENDING,Ragi,12.7424083,77.5816367
2021-10-16,-9.3668929828269,-12.159005565715175,DESCENDING,Ragi,12.7424083,77.5816367
2021-10-28,-8.25451762977224,-16.263462096347073,DESCENDING,Ragi,12.7424083,77.5816367
2021-04-07,-10.086547576978473,-19.16488199867899,DESCENDING,Ragi,12.742395,77.58161
2021-04-19,-10.456152675786985,-15.20658140663291,DESCENDING,Ragi,12.742395,77.58161
2021-05-01,-9.398809479824822,-17.70761911124438,DESCENDING,Ragi,12.742395,77.58161
2021-05-13,-9.008151425826604,-18.58970968173824,DESCENDING,Ragi,12.742395,77.58161
2021-05-25,-6.1427102379414436,-15.849833982323236,DESCENDING,Ragi,12.742395,77.58161
2021-06-06,-6.9340029199821345,-14.55315242665052,DESCENDING,Ragi,12.742395,77.58161
2021-06-18,-6.404699962996955,-18.209850328122418,DESCENDING,Ragi,12.742395,77.58161
2021-06-30,-5.926479199355558,-15.529864322252632,DESCENDING,Ragi,12.742395,77.58161
2021-07-12,-7.717981453175326,-16.318023600176264,DESCENDING,Ragi,12.742395,77.58161
2021-07-24,-10.103775303538676,-14.324194528871352,DESCENDING,Ragi,12.742395,77.58161
2021-08-05,-9.19417037956886,-19.773499924762554,DESCENDING,Ragi,12.742395,77.58161
2021-08-17,-10.551025806462086,-16.485833935449882,DESCENDING,Ragi,12.742395,77.58161
2021-08-29,-8.0355813806948,-14.76609137566523,DESCENDING,Ragi,12.742395,77.58161
2021-09-10,-6.836224181509735,-12.136513005056567,DESCENDING,Ragi,12.742395,77.58161
2021-09-22,-8.649791532270116,-13.774139332191847,DESCENDING,Ragi,12.742395,77.58161
2021-10-04,-7.052198461171061,-12.097257347254931,DESCENDING,Ragi,12.742395,77.58161
2021-10-16,-9.3668929828269,-12.159005565715175,DESCENDING,Ragi,12.742395,77.58161
2021-10-28,-10.217961745032271,-16.401898774933013,DESCENDING,Ragi,12.742395,77.58161
2021-04-07,-10.086547576978473,-19.16488199867899,DESCENDING,Ragi,12.7424078,77.5816056
2021-04-19,-10.456152675786985,-15.20658140663291,DESCENDING,Ragi,12.7424078,77.5816056
2021-05-01,-10.322634346310313,-19.591702236463775,DESCENDING,Ragi,12.7424078,77.5816056
2021-05-13,-9.008151425826604,-18.58970968173824,DESCENDING,Ragi,12.7424078,77.5816056
2021-05-25,-6.1427102379414436,-15.849833982323236,DESCENDING,Ragi,12.7424078,77.5816056
2021-06-06,-6.9340029199821345,-14.55315242665052,DESCENDING,Ragi,12.7424078,77.5816056
2021-06-18,-6.404699962996955,-18.209850328122418,DESCENDING,Ragi,12.7424078,77.5816056
2021-06-30,-5.926479199355558,-15.529864322252632,DESCENDING,Ragi,12.7424078,77.5816056
2021-07-12,-7.717981453175326,-16.318023600176264,DESCENDING,Ragi,12.7424078,77.5816056
2021-07-24,-10.103775303538676,-14.324194528871352,DESCENDING,Ragi,12.7424078,77.5816056
2021-08-05,-9.19417037956886,-19.773499924762554,DESCENDING,Ragi,12.7424078,77.5816056
2021-08-17,-10.551025806462086,-16.485833935449882,DESCENDING,Ragi,12.7424078,77.5816056
2021-08-29,-8.0355813806948,-14.76609137566523,DESCENDING,Ragi,12.7424078,77.5816056
2021-09-10,-7.601897750116261,-12.519944997944798,DESCENDING,Ragi,12.7424078,77.5816056
2021-09-22,-8.649791532270116,-13.774139332191847,DESCENDING,Ragi,12.7424078,77.5816056
2021-10-04,-7.052198461171061,-12.097257347254931,DESCENDING,Ragi,12.7424078,77.5816056
2021-10-16,-9.3668929828269,-12.159005565715175,DESCENDING,Ragi,12.7424078,77.5816056
2021-10-28,-10.217961745032271,-16.401898774933013,DESCENDING,Ragi,12.7424078,77.5816056
2021-04-07,-18.08322707414581,-17.831026634549566,DESCENDING,Ragi,12.7434637,77.5753165
2021-04-19,-12.392443026459263,-19.635406220025548,DESCENDING,Ragi,12.7434637,77.5753165
2021-05-01,-7.087594336779443,-20.13918857906187,DESCENDING,Ragi,12.7434637,77.5753165
2021-05-13,-9.814955438613561,-15.040920658172725,DESCENDING,Ragi,12.7434637,77.5753165
2021-05-25,-13.037111362881074,-18.063441479359934,DESCENDING,Ragi,12.7434637,77.5753165
2021-06-06,-9.162126806966162,-16.93896107837335,DESCENDING,Ragi,12.7434637,77.5753165
2021-06-18,-16.288409416745047,-17.853304514208254,DESCENDING,Ragi,12.7434637,77.5753165
2021-06-30,-11.867403236767808,-13.403625507982053,DESCENDING,Ragi,12.7434637,77.5753165
2021-07-12,-6.535174053999616,-12.11927367913917,DESCENDING,Ragi,12.7434637,77.5753165
2021-07-24,-12.716580693173915,-13.94782395120503,DESCENDING,Ragi,12.7434637,77.5753165
2021-08-05,-13.968112807831757,-15.997582318005936,DESCENDING,Ragi,12.7434637,77.5753165
2021-08-17,-12.446702835464471,-21.326048363667564,DESCENDING,Ragi,12.7434637,77.5753165
2021-08-29,-8.410878427031754,-25.88904326838081,DESCENDING,Ragi,12.7434637,77.5753165
2021-09-10,-12.120926485513658,-19.87978673837701,DESCENDING,Ragi,12.7434637,77.5753165
2021-09-22,-8.458008818082439,-16.085921669069265,DESCENDING,Ragi,12.7434637,77.5753165
2021-10-04,-10.758848493548754,-18.058064448242362,DESCENDING,Ragi,12.7434637,77.5753165
2021-10-16,-11.688121608734782,-14.784537968872574,DESCENDING,Ragi,12.7434637,77.5753165
2021-10-28,-14.062341551555965,-17.929347589665397,DESCENDING,Ragi,12.7434637,77.5753165
2021-04-07,-12.447685973354838,-19.484058258400804,DESCENDING,Ragi,12.7409465,77.5790477
2021-04-19,-10.182178046031982,-15.90262023351336,DESCENDING,Ragi,12.7409465,77.5790477
2021-05-01,-7.932489788118559,-19.49866945193217,DESCENDING,Ragi,12.7409465,77.5790477
2021-05-13,-8.321297271892078,-14.45162047423743,DESCENDING,Ragi,12.7409465,77.5790477
2021-05-25,-9.100215391822077,-21.470303638890606,DESCENDING,Ragi,12.7409465,77.5790477
2021-06-06,-10.427146562437741,-16.6842124050101,DESCENDING,Ragi,12.7409465,77.5790477
2021-06-18,-10.183100358287422,-14.968293207956805,DESCENDING,Ragi,12.7409465,77.5790477
2021-06-30,-9.837863485587796,-17.804368306718832,DESCENDING,Ragi,12.7409465,77.5790477
2021-07-12,-9.131236541167587,-14.79303066189344,DESCENDING,Ragi,12.7409465,77.5790477
2021-07-24,-10.189507614908386,-17.03499980939888,DESCENDING,Ragi,12.7409465,77.5790477
2021-08-05,-10.24428590495419,-15.240764716144025,DESCENDING,Ragi,12.7409465,77.5790477
2021-08-17,-8.416225165925624,-17.013967962240216,DESCENDING,Ragi,12.7409465,77.5790477
2021-08-29,-8.334350225349104,-14.760581841056954,DESCENDING,Ragi,12.7409465,77.5790477
2021-09-10,-7.092668795210937,-19.088850919616476,DESCENDING,Ragi,12.7409465,77.5790477
2021-09-22,-8.413954973218003,-13.768676032525635,DESCENDING,Ragi,12.7409465,77.5790477
2021-10-04,-5.909552111719868,-19.204519512963042,DESCENDING,Ragi,12.7409465,77.5790477
2021-10-16,-8.592171228205373,-16.67405372233088,DESCENDING,Ragi,12.7409465,77.5790477
2021-10-28,-9.780474721161525,-17.47159230899173,DESCENDING,Ragi,12.7409465,77.5790477
2021-04-07,-12.447685973354838,-19.484058258400804,DESCENDING,Ragi,12.7409849,77.5790326
2021-04-19,-9.284658623589438,-15.448976053391732,DESCENDING,Ragi,12.7409849,77.5790326
2021-05-01,-7.932489788118559,-19.49866945193217,DESCENDING,Ragi,12.7409849,77.5790326
2021-05-13,-8.321297271892078,-14.45162047423743,DESCENDING,Ragi,12.7409849,77.5790326
2021-05-25,-11.027522510139683,-18.250591515751427,DESCENDING,Ragi,12.7409849,77.5790326
2021-06-06,-10.427146562437741,-16.6842124050101,DESCENDING,Ragi,12.7409849,77.5790326
2021-06-18,-10.435826463233877,-16.80467315641575,DESCENDING,Ragi,12.7409849,77.5790326
2021-06-30,-9.432635250173732,-19.310328812029994,DESCENDING,Ragi,12.7409849,77.5790326
2021-07-12,-9.131236541167587,-14.79303066189344,DESCENDING,Ragi,12.7409849,77.5790326
2021-07-24,-8.96682306603028,-19.81372716358184,DESCENDING,Ragi,12.7409849,77.5790326
2021-08-05,-10.901639424274945,-18.79754979330158,DESCENDING,Ragi,12.7409849,77.5790326
2021-08-17,-10.744092970709904,-16.817392582144123,DESCENDING,Ragi,12.7409849,77.5790326
2021-08-29,-8.334350225349104,-14.760581841056954,DESCENDING,Ragi,12.7409849,77.5790326
2021-09-10,-7.035975753142837,-15.569891184841048,DESCENDING,Ragi,12.7409849,77.5790326
2021-09-22,-8.413954973218003,-13.768676032525635,DESCENDING,Ragi,12.7409849,77.5790326
2021-10-04,-9.666612997522218,-20.418084485433692,DESCENDING,Ragi,12.7409849,77.5790326
2021-10-16,-8.592171228205373,-16.67405372233088,DESCENDING,Ragi,12.7409849,77.5790326
2021-10-28,-8.585044689728333,-15.572065312812928,DESCENDING,Ragi,12.7409849,77.5790326
2021-04-07,-11.649208889127351,-18.429942076899,DESCENDING,Ragi,12.7489888,77.5761205
2021-04-19,-9.73186673091307,-22.462994787307387,DESCENDING,Ragi,12.7489888,77.5761205
2021-05-01,-9.295556672166136,-21.138027208384948,DESCENDING,Ragi,12.7489888,77.5761205
2021-05-13,-5.020005212093616,-14.878996155160012,DESCENDING,Ragi,12.7489888,77.5761205
2021-05-25,-12.250261000359941,-18.089041191306606,DESCENDING,Ragi,12.7489888,77.5761205
2021-06-06,-11.813733392661884,-14.84548683679111,DESCENDING,Ragi,12.7489888,77.5761205
2021-06-18,-2.4092199943957104,-16.908686698843272,DESCENDING,Ragi,12.7489888,77.5761205
2021-06-30,0.4349748058689387,-16.703403455195666,DESCENDING,Ragi,12.7489888,77.5761205
2021-07-12,-3.8055488443188783,-17.961296253461146,DESCENDING,Ragi,12.7489888,77.5761205
2021-07-24,-4.155287136062023,-19.2785045846004,DESCENDING,Ragi,12.7489888,77.5761205
2021-08-05,-11.537929135981349,-21.20627257956565,DESCENDING,Ragi,12.7489888,77.5761205
2021-08-17,-9.05088002636814,-21.379084570100527,DESCENDING,Ragi,12.7489888,77.5761205
2021-08-29,-8.950418497158417,-18.632377772327633,DESCENDING,Ragi,12.7489888,77.5761205
2021-09-10,-8.750642985320916,-16.704623305386484,DESCENDING,Ragi,12.7489888,77.5761205
2021-09-22,-4.975930021821528,-17.912881114412738,DESCENDING,Ragi,12.7489888,77.5761205
2021-10-04,-10.533362973422836,-19.789406183064465,DESCENDING,Ragi,12.7489888,77.5761205
2021-10-16,-7.761217380975456,-16.74302497719123,DESCENDING,Ragi,12.7489888,77.5761205
2021-10-28,-8.197372367219298,-16.3403842346684,DESCENDING,Ragi,12.7489888,77.5761205
2021-04-07,-8.972436157069478,-18.088260837862858,DESCENDING,Ragi,12.7423933,77.5816317
2021-04-19,-10.456152675786985,-15.20658140663291,DESCENDING,Ragi,12.7423933,77.5816317
2021-05-01,-9.398809479824822,-17.70761911124438,DESCENDING,Ragi,12.7423933,77.5816317
2021-05-13,-9.008151425826604,-18.58970968173824,DESCENDING,Ragi,12.7423933,77.5816317
2021-05-25,-7.866166121221214,-16.024855320871197,DESCENDING,Ragi,12.7423933,77.5816317
2021-06-06,-6.9340029199821345,-14.55315242665052,DESCENDING,Ragi,12.7423933,77.5816317
2021-06-18,-6.404699962996955,-18.209850328122418,DESCENDING,Ragi,12.7423933,77.5816317
2021-06-30,-5.926479199355558,-15.529864322252632,DESCENDING,Ragi,12.7423933,77.5816317
2021-07-12,-9.358537988734914,-15.002360449893477,DESCENDING,Ragi,12.7423933,77.5816317
2021-07-24,-10.103775303538676,-14.324194528871352,DESCENDING,Ragi,12.7423933,77.5816317
2021-08-05,-9.19417037956886,-19.773499924762554,DESCENDING,Ragi,12.7423933,77.5816317
2021-08-17,-9.629594204743464,-13.191520125703946,DESCENDING,Ragi,12.7423933,77.5816317
2021-08-29,-8.0355813806948,-14.76609137566523,DESCENDING,Ragi,12.7423933,77.5816317
2021-09-10,-6.836224181509735,-12.136513005056567,DESCENDING,Ragi,12.7423933,77.5816317
2021-09-22,-8.649791532270116,-13.774139332191847,DESCENDING,Ragi,12.7423933,77.5816317
2021-10-04,-7.052198461171061,-12.097257347254931,DESCENDING,Ragi,12.7423933,77.5816317
2021-10-16,-9.3668929828269,-12.159005565715175,DESCENDING,Ragi,12.7423933,77.5816317
2021-10-28,-8.25451762977224,-16.263462096347073,DESCENDING,Ragi,12.7423933,77.5816317
2021-04-07,-8.972436157069478,-18.088260837862858,DESCENDING,Ragi,12.7423893,77.5816359
2021-04-19,-10.456152675786985,-15.20658140663291,DESCENDING,Ragi,12.7423893,77.5816359
2021-05-01,-9.398809479824822,-17.70761911124438,DESCENDING,Ragi,12.7423893,77.5816359
2021-05-13,-9.008151425826604,-18.58970968173824,DESCENDING,Ragi,12.7423893,77.5816359
2021-05-25,-7.163989915040796,-17.373407447534564,DESCENDING,Ragi,12.7423893,77.5816359
2021-06-06,-6.9340029199821345,-14.55315242665052,DESCENDING,Ragi,12.7423893,77.5816359
2021-06-18,-6.404699962996955,-18.209850328122418,DESCENDING,Ragi,12.7423893,77.5816359
2021-06-30,-7.051995926533366,-15.070656948819723,DESCENDING,Ragi,12.7423893,77.5816359
2021-07-12,-9.358537988734914,-15.002360449893477,DESCENDING,Ragi,12.7423893,77.5816359
2021-07-24,-10.103775303538676,-14.324194528871352,DESCENDING,Ragi,12.7423893,77.5816359
2021-08-05,-9.19417037956886,-19.773499924762554,DESCENDING,Ragi,12.7423893,77.5816359
2021-08-17,-9.629594204743464,-13.191520125703946,DESCENDING,Ragi,12.7423893,77.5816359
2021-08-29,-8.0355813806948,-14.76609137566523,DESCENDING,Ragi,12.7423893,77.5816359
2021-09-10,-6.836224181509735,-12.136513005056567,DESCENDING,Ragi,12.7423893,77.5816359
2021-09-22,-8.649791532270116,-13.774139332191847,DESCENDING,Ragi,12.7423893,77.5816359
2021-10-04,-6.793271353920849,-10.559260353944103,DESCENDING,Ragi,12.7423893,77.5816359
2021-10-16,-9.3668929828269,-12.159005565715175,DESCENDING,Ragi,12.7423893,77.5816359
2021-10-28,-8.25451762977224,-16.263462096347073,DESCENDING,Ragi,12.7423893,77.5816359
2021-04-07,-11.288045566055338,-14.778102642020166,DESCENDING,Ragi,12.7417383,77.5788483
2021-04-19,-13.129270634228845,-13.17675562889464,DESCENDING,Ragi,12.7417383,77.5788483
2021-05-01,-11.591242642139255,-14.738620558638946,DESCENDING,Ragi,12.7417383,77.5788483
2021-05-13,-9.561331785824303,-15.583650111777178,DESCENDING,Ragi,12.7417383,77.5788483
2021-05-25,-10.628404762318135,-15.545793523206155,DESCENDING,Ragi,12.7417383,77.5788483
2021-06-06,-9.35292719231992,-20.246075802157918,DESCENDING,Ragi,12.7417383,77.5788483
2021-06-18,-11.14609689159109,-16.72976299483507,DESCENDING,Ragi,12.7417383,77.5788483
2021-06-30,-7.209324803099585,-15.855343295526003,DESCENDING,Ragi,12.7417383,77.5788483
2021-07-12,-11.383687423376436,-16.786367156346675,DESCENDING,Ragi,12.7417383,77.5788483
2021-07-24,-7.940780221644732,-16.994793358922266,DESCENDING,Ragi,12.7417383,77.5788483
2021-08-05,-10.101404455366861,-14.70052646760805,DESCENDING,Ragi,12.7417383,77.5788483
2021-08-17,-9.460059547370072,-16.02234264742222,DESCENDING,Ragi,12.7417383,77.5788483
2021-08-29,-8.806468280658038,-11.771485728410413,DESCENDING,Ragi,12.7417383,77.5788483
2021-09-10,-7.67531267072707,-12.140474604110466,DESCENDING,Ragi,12.7417383,77.5788483
2021-09-22,-6.238705032939489,-13.443863642823219,DESCENDING,Ragi,12.7417383,77.5788483
2021-10-04,-9.19807772963328,-14.434872004194155,DESCENDING,Ragi,12.7417383,77.5788483
2021-10-16,-9.016867518737314,-16.089719223444387,DESCENDING,Ragi,12.7417383,77.5788483
2021-10-28,-8.31897156156107,-13.169685358874837,DESCENDING,Ragi,12.7417383,77.5788483
2021-04-07,-11.788371457683686,-22.75684842832102,DESCENDING,Ragi,12.7489298,77.5771322
2021-04-19,-12.350213534996836,-16.258888810678698,DESCENDING,Ragi,12.7489298,77.5771322
2021-05-01,-5.545921443301612,-14.386534088549203,DESCENDING,Ragi,12.7489298,77.5771322
2021-05-13,-7.7302274549484,-16.933306012937052,DESCENDING,Ragi,12.7489298,77.5771322
2021-05-25,-15.95848751685675,-19.349555499285135,DESCENDING,Ragi,12.7489298,77.5771322
2021-06-06,-12.95455651306428,-22.939355702300837,DESCENDING,Ragi,12.7489298,77.5771322
2021-06-18,-7.777344921778912,-18.66440862930423,DESCENDING,Ragi,12.7489298,77.5771322
2021-06-30,0.7455435095325181,-16.43500040683656,DESCENDING,Ragi,12.7489298,77.5771322
2021-07-12,-0.0717568109404931,-15.79778521378801,DESCENDING,Ragi,12.7489298,77.5771322
2021-07-24,-6.985946841178789,-15.510233787033158,DESCENDING,Ragi,12.7489298,77.5771322
2021-08-05,-13.547674202883137,-25.504699834661327,DESCENDING,Ragi,12.7489298,77.5771322
2021-08-17,-9.858909800301275,-19.75904964987123,DESCENDING,Ragi,12.7489298,77.5771322
2021-08-29,-13.4408280736504,-18.139904428501666,DESCENDING,Ragi,12.7489298,77.5771322
2021-09-10,-8.491983423597278,-17.201555495523053,DESCENDING,Ragi,12.7489298,77.5771322
2021-09-22,-6.695682307114076,-15.603327142254269,DESCENDING,Ragi,12.7489298,77.5771322
2021-10-04,-7.406906137549019,-17.336214415545847,DESCENDING,Ragi,12.7489298,77.5771322
2021-10-16,-9.887476917720548,-14.912733944482008,DESCENDING,Ragi,12.7489298,77.5771322
2021-10-28,-6.334072829319483,-19.7766545433198,DESCENDING,Ragi,12.7489298,77.5771322
2021-04-07,-11.788371457683686,-22.75684842832102,DESCENDING,Ragi,12.7489713,77.5770988
2021-04-19,-12.350213534996836,-16.258888810678698,DESCENDING,Ragi,12.7489713,77.5770988
2021-05-01,-6.449539286038704,-15.180171253877852,DESCENDING,Ragi,12.7489713,77.5770988
2021-05-13,-7.7302274549484,-16.933306012937052,DESCENDING,Ragi,12.7489713,77.5770988
2021-05-25,-15.986427324924527,-19.99735729676958,DESCENDING,Ragi,12.7489713,77.5770988
2021-06-06,-12.95455651306428,-22.939355702300837,DESCENDING,Ragi,12.7489713,77.5770988
2021-06-18,-10.204512946394166,-20.088075986352834,DESCENDING,Ragi,12.7489713,77.5770988
2021-06-30,2.776323769153033,-18.12646642803434,DESCENDING,Ragi,12.7489713,77.5770988
2021-07-12,-0.0717568109404931,-15.79778521378801,DESCENDING,Ragi,12.7489713,77.5770988
2021-07-24,-4.073811192966531,-13.197728314712347,DESCENDING,Ragi,12.7489713,77.5770988
2021-08-05,-13.547674202883137,-25.504699834661327,DESCENDING,Ragi,12.7489713,77.5770988
2021-08-17,-9.858909800301275,-19.75904964987123,DESCENDING,Ragi,12.7489713,77.5770988
2021-08-29,-14.373205758734603,-16.743397574900232,DESCENDING,Ragi,12.7489713,77.5770988
2021-09-10,-9.729576394766728,-18.46644911423781,DESCENDING,Ragi,12.7489713,77.5770988
2021-09-22,-8.428059429575432,-15.965933142692059,DESCENDING,Ragi,12.7489713,77.5770988
2021-10-04,-7.406906137549019,-17.336214415545847,DESCENDING,Ragi,12.7489713,77.5770988
2021-10-16,-8.069914387196153,-12.765937117557716,DESCENDING,Ragi,12.7489713,77.5770988
2021-10-28,-6.334072829319483,-19.7766545433198,DESCENDING,Ragi,12.7489713,77.5770988
2021-04-07,-8.972436157069478,-18.088260837862858,DESCENDING,Ragi,12.7424233,77.5816217
2021-04-19,-10.456152675786985,-15.20658140663291,DESCENDING,Ragi,12.7424233,77.5816217
2021-05-01,-10.322634346310313,-19.591702236463775,DESCENDING,Ragi,12.7424233,77.5816217
2021-05-13,-9.008151425826604,-18.58970968173824,DESCENDING,Ragi,12.7424233,77.5816217
2021-05-25,-7.866166121221214,-16.024855320871197,DESCENDING,Ragi,12.7424233,77.5816217
2021-06-06,-6.9340029199821345,-14.55315242665052,DESCENDING,Ragi,12.7424233,77.5816217
2021-06-18,-6.404699962996955,-18.209850328122418,DESCENDING,Ragi,12.7424233,77.5816217
2021-06-30,-5.926479199355558,-15.529864322252632,DESCENDING,Ragi,12.7424233,77.5816217
2021-07-12,-9.358537988734914,-15.002360449893477,DESCENDING,Ragi,12.7424233,77.5816217
2021-07-24,-10.103775303538676,-14.324194528871352,DESCENDING,Ragi,12.7424233,77.5816217
2021-08-05,-9.19417037956886,-19.773499924762554,DESCENDING,Ragi,12.7424233,77.5816217
2021-08-17,-9.629594204743464,-13.191520125703946,DESCENDING,Ragi,12.7424233,77.5816217
2021-08-29,-11.294013577093073,-16.8810342243178,DESCENDING,Ragi,12.7424233,77.5816217
2021-09-10,-7.601897750116261,-12.519944997944798,DESCENDING,Ragi,12.7424233,77.5816217
2021-09-22,-9.371372993409153,-13.853033674948815,DESCENDING,Ragi,12.7424233,77.5816217
2021-10-04,-7.052198461171061,-12.097257347254931,DESCENDING,Ragi,12.7424233,77.5816217
2021-10-16,-9.127912929913188,-12.968731483748163,DESCENDING,Ragi,12.7424233,77.5816217
2021-10-28,-10.217961745032271,-16.401898774933013,DESCENDING,Ragi,12.7424233,77.5816217
2021-04-07,-12.75581724999938,-22.134603450057323,DESCENDING,Ragi,12.7433142,77.5752041
2021-04-19,-10.422684356073745,-20.194301249636162,DESCENDING,Ragi,12.7433142,77.5752041
2021-05-01,-11.268544011695571,-20.91292020280335,DESCENDING,Ragi,12.7433142,77.5752041
2021-05-13,-9.858822722821623,-15.305537372288896,DESCENDING,Ragi,12.7433142,77.5752041
2021-05-25,-12.597726469600865,-19.492597461478837,DESCENDING,Ragi,12.7433142,77.5752041
2021-06-06,-8.383891071414661,-12.669659634839498,DESCENDING,Ragi,12.7433142,77.5752041
2021-06-18,-9.017735084224462,-18.787366937847235,DESCENDING,Ragi,12.7433142,77.5752041
2021-06-30,-10.522364632233362,-16.39977262202967,DESCENDING,Ragi,12.7433142,77.5752041
2021-07-12,-8.255550382158173,-13.316002395925787,DESCENDING,Ragi,12.7433142,77.5752041
2021-07-24,-9.163320637765636,-13.260563740080755,DESCENDING,Ragi,12.7433142,77.5752041
2021-08-05,-10.05549659716162,-15.757883587839297,DESCENDING,Ragi,12.7433142,77.5752041
2021-08-17,-11.321701699361101,-18.140702553035,DESCENDING,Ragi,12.7433142,77.5752041
2021-08-29,-9.116908447325635,-19.894640733034134,DESCENDING,Ragi,12.7433142,77.5752041
2021-09-10,-11.52658871068054,-13.777710575816066,DESCENDING,Ragi,12.7433142,77.5752041
2021-09-22,-11.952538333299321,-16.545915651066355,DESCENDING,Ragi,12.7433142,77.5752041
2021-10-04,-9.021113066452855,-20.0628339994325,DESCENDING,Ragi,12.7433142,77.5752041
2021-10-16,-10.86152595646501,-16.673774278419966,DESCENDING,Ragi,12.7433142,77.5752041
2021-10-28,-11.058925723281101,-18.514121074422036,DESCENDING,Ragi,12.7433142,77.5752041
2021-04-07,-11.448093312073153,-18.853603916813157,DESCENDING,Ragi,12.7428366,77.581959
2021-04-19,-9.426643834738288,-18.636715007921662,DESCENDING,Ragi,12.7428366,77.581959
2021-05-01,-8.072139089388616,-15.497621859121926,DESCENDING,Ragi,12.7428366,77.581959
2021-05-13,-7.914487871554715,-16.528884631021455,DESCENDING,Ragi,12.7428366,77.581959
2021-05-25,-8.449475133118298,-18.15637605985043,DESCENDING,Ragi,12.7428366,77.581959
2021-06-06,-7.116196778147366,-13.034344177191961,DESCENDING,Ragi,12.7428366,77.581959
2021-06-18,-8.178842403236205,-18.64495216485323,DESCENDING,Ragi,12.7428366,77.581959
2021-06-30,-8.252674008787476,-20.92558352112757,DESCENDING,Ragi,12.7428366,77.581959
2021-07-12,-11.098756078081454,-15.440413154837113,DESCENDING,Ragi,12.7428366,77.581959
2021-07-24,-12.178751076470451,-15.493567203286089,DESCENDING,Ragi,12.7428366,77.581959
2021-08-05,-6.801683787843596,-16.054751497762062,DESCENDING,Ragi,12.7428366,77.581959
2021-08-17,-12.314441305151098,-18.13335838659485,DESCENDING,Ragi,12.7428366,77.581959
2021-08-29,-13.31157404554136,-15.764881488580254,DESCENDING,Ragi,12.7428366,77.581959
2021-09-10,-9.040999625302197,-13.280328800976886,DESCENDING,Ragi,12.7428366,77.581959
2021-09-22,-9.053949480131548,-15.590882851240679,DESCENDING,Ragi,12.7428366,77.581959
2021-10-04,-6.252298035056143,-13.596976924825404,DESCENDING,Ragi,12.7428366,77.581959
2021-10-16,-12.788334972534209,-15.408135384031535,DESCENDING,Ragi,12.7428366,77.581959
2021-10-28,-9.667064316156976,-14.645338035313252,DESCENDING,Ragi,12.7428366,77.581959
2021-04-07,-18.08322707414581,-17.831026634549566,DESCENDING,Ragi,12.7434781,77.5753184
2021-04-19,-12.392443026459263,-19.635406220025548,DESCENDING,Ragi,12.7434781,77.5753184
2021-05-01,-7.087594336779443,-20.13918857906187,DESCENDING,Ragi,12.7434781,77.5753184
2021-05-13,-9.814955438613561,-15.040920658172725,DESCENDING,Ragi,12.7434781,77.5753184
2021-05-25,-13.037111362881074,-18.063441479359934,DESCENDING,Ragi,12.7434781,77.5753184
2021-06-06,-9.162126806966162,-16.93896107837335,DESCENDING,Ragi,12.7434781,77.5753184
2021-06-18,-16.288409416745047,-17.853304514208254,DESCENDING,Ragi,12.7434781,77.5753184
2021-06-30,-11.867403236767808,-13.403625507982053,DESCENDING,Ragi,12.7434781,77.5753184
2021-07-12,-6.535174053999616,-12.11927367913917,DESCENDING,Ragi,12.7434781,77.5753184
2021-07-24,-12.716580693173915,-13.94782395120503,DESCENDING,Ragi,12.7434781,77.5753184
2021-08-05,-13.968112807831757,-15.997582318005936,DESCENDING,Ragi,12.7434781,77.5753184
2021-08-17,-12.446702835464471,-21.326048363667564,DESCENDING,Ragi,12.7434781,77.5753184
2021-08-29,-10.068691278457042,-28.13598927257455,DESCENDING,Ragi,12.7434781,77.5753184
2021-09-10,-12.120926485513658,-19.87978673837701,DESCENDING,Ragi,12.7434781,77.5753184
2021-09-22,-8.458008818082439,-16.085921669069265,DESCENDING,Ragi,12.7434781,77.5753184
2021-10-04,-10.758848493548754,-18.058064448242362,DESCENDING,Ragi,12.7434781,77.5753184
2021-10-16,-12.368641153345223,-15.35442205664478,DESCENDING,Ragi,12.7434781,77.5753184
2021-10-28,-14.062341551555965,-17.929347589665397,DESCENDING,Ragi,12.7434781,77.5753184
2021-04-07,-6.618200979181159,-19.813477629110704,DESCENDING,Ragi,12.7411209,77.5784134
2021-04-19,-8.483873439024732,-23.42059839973814,DESCENDING,Ragi,12.7411209,77.5784134
2021-05-01,-6.302029043164541,-21.417293441553458,DESCENDING,Ragi,12.7411209,77.5784134
2021-05-13,-12.05275852444701,-20.007316616053608,DESCENDING,Ragi,12.7411209,77.5784134
2021-05-25,-11.732825697134668,-19.206869135398698,DESCENDING,Ragi,12.7411209,77.5784134
2021-06-06,-9.557275998364505,-21.73714394989307,DESCENDING,Ragi,12.7411209,77.5784134
2021-06-18,-10.1271693923869,-14.79346629486166,DESCENDING,Ragi,12.7411209,77.5784134
2021-06-30,-6.849020822813969,-12.851841079941158,DESCENDING,Ragi,12.7411209,77.5784134
2021-07-12,-8.074483315425516,-12.729249450954395,DESCENDING,Ragi,12.7411209,77.5784134
2021-07-24,-10.437799800213963,-15.828040622165316,DESCENDING,Ragi,12.7411209,77.5784134
2021-08-05,-7.240176348423325,-14.708550104933249,DESCENDING,Ragi,12.7411209,77.5784134
