Latitude,Longitude,DN,Crop_Name,VV_1,VV_2,VV_3,VV_4,VV_5,VV_6,VV_7,VV_8,VV_9,VV_10,VV_11,VV_12,VV_13,VV_14,VV_15,VH_1,VH_2,VH_3,VH_4,VH_5,VH_6,VH_7,VH_8,VH_9,VH_10,VH_11,VH_12,VH_13,VH_14,VH_15,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDVI_8,NDVI_9,NDVI_10,NDVI_11,NDVI_12,NDVI_13,NDVI_14,NDVI_15,NDVI_16,NDVI_17,NDVI_18,NDVI_19,NDVI_20,NDVI_21,NDVI_22,NDVI_23,NDVI_24,NDVI_25,NDVI_26,NDVI_27,NDVI_28,NDVI_29,NDVI_30,NDVI_31,NDVI_32,NDVI_33,NDVI_34,NDVI_35,NDVI_36,NDVI_37,Height,height_numeric,Duration,duration_numeric,Predicted_height,Correct
24.60671,76.87133,1,Wheat,-10.79054048,-10.0798579,-10.24343606,-9.124708508,-16.30558057,-12.01810016,-3.515320446,-7.661967158,-4.573084281,-5.494052783,-7.397490563,-9.795247678,-9.234366719,-9.711726399,-8.974953582,-17.38665647,-24.01211026,-15.12852139,-19.34388583,-23.8521887,-17.85323,-17.39842064,-26.79179977,-22.79992424,-19.32043167,-16.33104314,-25.26238306,-19.17620159,-16.65710827,-11.41870463,0.115857452,0.092159562,0.087941974,0.088332832,0.059805911,0.098633394,0.088717774,0.00550908,0.086223982,-0.076063603,0.11304348,0.070037782,0.089470059,0.072829135,0.06575682,0.071064465,0.062336911,0.024517087,-0.008280887,0.013724222,-0.025284672,0.003028801,0.016505817,0.013650062,-0.019816896,-0.018388499,0.022533692,0.014790596,0.023009889,0.148662552,0.287226856,0.487434804,0.127656415,0.005496336,0.014709017,0.348179072,0.33011049,Short,1,Low,1,2,False
24.60738,76.64572,2,Mustard,-9.970085185,-14.03209807,-15.50794057,-12.105014,-13.06235865,-3.982999339,-6.616964253,-11.99980263,-14.19604441,-13.11692358,-11.34765444,-8.395292605,-8.377531342,-7.356505567,-6.140008995,-22.64587688,-24.29520571,-23.85702962,-22.30798043,-27.00029972,-21.57686372,-22.38330821,-21.03112405,-25.37638795,-20.86617315,-14.63705703,-24.24044614,-17.68489031,-15.88070266,-15.16413162,0.113653004,0.108174056,0.071646698,0.1244113,0.075141393,0.106123999,0.076742552,0.109187491,0.068580545,0.011142625,0.085205786,0.0706238,0.070582174,0.075052857,0.044965614,0.058791209,0.024159167,0.067577459,0.049188044,0.017245753,0.056929268,0.013984461,-0.015487465,0.024900144,-0.020536026,-0.014018691,0.037726883,0.03008089,0.272002131,-0.017318616,0.566658795,0.180869564,0.058435928,-0.03905509,-0.013158543,0.324215621,0.440025061,Short,1,Low,1,2,False
24.60743,76.64915,2,Mustard,-15.37542213,-21.04400663,-14.93650288,-6.378032824,-8.13829845,-8.959962555,-8.845244313,-12.31566545,-6.663102456,-7.870489479,-6.258746409,-9.96302212,-7.070526022,-7.199088334,-9.020292856,-23.42442182,-27.03772451,-25.11277066,-20.28714276,-21.61761475,-23.61925724,-22.45605029,-21.16340149,-17.16168294,-18.93404636,-20.63092424,-18.90902879,-18.43046984,-13.14021337,-13.02897042,0.130453855,0.116108105,0.079711832,0.103608251,0.074086487,0.108795121,0.100712106,0.080668814,0.093247585,0.024802458,0.110195108,0.085528105,0.106118828,0.088096842,0.071190551,0.077254541,0.025923464,0.083937198,0.019452687,0.094898522,0.069906794,0.009959384,-0.01743778,0.017552454,-0.018994672,-0.021203874,0.245783135,0.030607583,0.309593409,0.007899074,0.699873924,0.213003829,0.035497226,-0.025988948,-0.010456186,0.254287839,0.256594718,Short,1,Low,1,2,False
24.60744,76.87144,2,Mustard,-8.72216167,-13.13198019,-8.690729681,-8.010904963,-9.64919221,-10.07953723,-3.559263009,-10.47536422,-9.773430897,-5.877737248,-11.6235027,-13.06214154,-10.95569461,-11.4743745,-11.63865124,-19.14922476,-21.96622005,-19.85020607,-18.02452748,-28.68175097,-20.82520064,-14.5779163,-26.35450284,-17.48814647,-21.51928043,-17.38404648,-19.07366393,-20.40557196,-13.10485227,-12.23366032,0.119400747,0.092806771,0.09096422,0.086744048,0.077540107,0.097757846,0.084461637,0.011243977,0.092384517,0.082634225,0.104736127,0.071866296,0.087484039,0.077277213,0.063459866,0.069023572,0.063284233,0.028758645,-0.006614173,0.024153188,-0.039676018,0.001651255,-0.027783137,0.006150062,-0.020089157,-0.021879693,0.021630615,0.005593945,0.010017789,0.16508539,0.290637851,0.462316632,0.126611292,0.004532211,0.047887325,0.365977019,0.351970375,Short,1,Low,1,2,False
24.60772,76.87024,2,Mustard,-9.647972256,-10.27196477,-10.06717247,-9.801150127,-11.74313215,-11.8555155,-6.227781845,-9.205146561,-6.546373537,-5.87293514,-11.46368946,-12.97340261,-10.56897471,-11.43359624,-9.37174397,-18.45130004,-18.18036917,-19.51505257,-17.40180415,-20.25145198,-20.61372416,-19.42404228,-21.28737494,-19.68949934,-17.77061018,-13.50229779,-17.61319078,-17.37935059,-11.78303852,-15.37892632,0.139997169,0.119002439,0.114735655,0.113297723,0.078947365,0.131721199,0.113361463,-0.012693935,0.100947224,0.027447393,0.116986781,0.096948422,0.088561997,0.09428224,0.072321914,0.107550241,0.064191803,0.048025616,0.009339775,0.013378668,-0.01562665,0.000164699,0.017688394,0.006746947,-0.018432645,-0.017917063,0.01549128,0.006894439,0.026951414,0.244238049,0.283809513,0.468736887,0.148740739,0.016521888,0.06421715,0.366253227,0.426640928,Short,1,Low,1,2,False
24.60969,76.88657,1,Wheat,-12.79844809,-8.845994908,-10.08613367,-5.815138009,-7.991494042,-7.268013146,-6.158608081,-12.35097296,-5.134256058,-5.04046692,-6.546911171,-8.639896273,-11.92631536,-5.280753257,-5.003181811,-19.87186722,-19.43131687,-21.42956099,-23.62129037,-25.83918151,-23.13441449,-19.54040223,-23.02463133,-25.68789238,-17.77152919,-15.79730479,-23.42009609,-16.1444853,-14.15851057,-11.36540025,0.117416836,0.093509935,0.086434223,0.086731762,0.05401941,0.100260042,0.086061426,0.014237288,0.077796325,0.097112864,0.091233283,0.077058308,0.083830453,0.065585852,0.053974483,0.069050558,0.041246563,0.0505937,-0.012078153,0.011800245,-0.036573928,0.005467561,-0.018430317,0.005326965,-0.019564457,-0.013008758,0.208101273,-0.003757139,0.24991928,0.249207363,0.152985618,0.479035646,0.052416123,-0.001913753,0.581203222,0.397272736,0.464081377,Short,1,Low,1,2,False
24.61117,76.65589,2,Mustard,-11.56066862,-15.65138514,-14.80112554,-10.78859965,-11.50220107,-11.09701035,-15.99922993,-12.13854881,-12.11165676,-12.54357995,-7.509187417,-11.74096232,-8.318037848,-10.06398506,-6.238750761,-16.85831292,-24.57126997,-25.32472624,-24.45730751,-17.92159802,-18.81717782,-20.02098965,-16.01853432,-25.47436782,-21.04676562,-12.23984796,-18.24732111,-15.71051582,-15.14123605,-12.30718321,0.225881085,0.121163167,0.096968293,0.131503269,0.086428836,0.113618471,0.245978355,0.079237714,0.179852173,-0.065587878,0.204054415,0.106271319,0.322553188,0.103896104,0.04964539,0.058535092,0.014461704,0.074258722,0.097532988,0.070894562,0.20326224,0.011631735,-0.014700379,0.013308468,-0.017140878,-0.009983048,0.313405812,0.011950208,0.329612613,0.024383815,0.142754495,0.213675216,0.055225652,-0.020357072,0.100631021,-0.038312741,0.420897275,Short,1,Low,1,2,False
24.612,76.67376,2,Mustard,-9.588883591,-9.608361017,-12.98431418,-5.734838593,-10.38049631,-14.27259018,-15.99582304,-10.50934445,-11.50666013,-8.546115438,-8.881049346,-5.641595269,-7.250893028,-9.891053246,-8.333706853,-20.79027148,-20.59437537,-24.60317997,-18.81556154,-24.54525891,-25.09365543,-21.20886441,-25.49436853,-17.47337826,-23.90863589,-15.03870922,-13.14177996,-13.36798077,-15.81986714,-11.59535773,0.147397667,0.099450886,0.090240456,0.101597443,0.074338816,0.121875003,0.11518506,0.096946195,0.109516382,0.125235662,0.125864461,0.094505496,0.115767777,0.10105478,0.01509434,0.073732719,-0.027563654,0.099160545,-0.003921569,0.021258382,0.090181597,0.007752797,-0.011092398,0.02090209,-0.021523179,-0.008034026,0.329260856,0.011091355,0.198943004,0.119710766,0.644122064,0.128314599,0.077650771,0.02779837,0.191594556,0.484429866,0.572139323,Short,1,Low,1,2,False
24.61249,77.05649,1,Wheat,-11.34680633,-11.02035806,-11.70433834,-6.763505344,-7.225401757,-6.551148241,-9.821762316,-10.79583649,-13.37103158,-12.55894958,-6.673900872,-8.465467869,-6.228992397,-10.73157537,-8.664492672,-25.99258367,-24.78452841,-23.60849122,-14.40446333,-15.98197007,-13.49865044,-16.67774083,-22.38544677,-23.18090241,-16.28436884,-16.51276337,-13.97320088,-16.93799574,-14.06313812,-13.08947304,0.16106163,0.12413545,0.093419664,0.109498672,0.078852974,0.162544504,0.135261998,0.122799657,0.257719725,0.189560309,0.478357762,0.419318646,0.512712419,0.239766106,0.502456844,0.419496745,0.178601056,0.208565876,0.144618809,0.040907905,0.260616779,0.172511443,-0.007759379,0.001701925,-0.00086293,-0.024654571,0.031608187,0.136218473,0.277326196,0.021757744,0.530139506,0.195294023,0.017646929,0.226899192,0.259288132,0.303031415,0.440541536,Short,1,Low,1,2,False
24.61439,77.06072,1,Wheat,-14.19747785,-9.094420887,-4.53204289,-5.129715325,-10.08431115,-11.06012006,-10.82850103,-10.29614075,-11.19854905,-11.5318224,-10.69154055,-10.97017463,-9.960982754,-6.687914113,-9.874842064,-21.92517897,-28.09110058,-14.63325344,-14.4271743,-11.11422034,-16.17898916,-18.75943019,-17.22811798,-23.95206868,-21.24248302,-20.14270487,-20.05469224,-12.53202926,-13.48432217,-15.7066055,0.114658125,0.084364571,0.060150962,0.07536307,0.077766575,0.123576425,0.142986715,0.139286578,0.365070343,0.120353825,0.606446564,0.545217454,0.617474496,0.304246157,0.358120948,0.193699241,0.027632901,0.026972027,0.016610913,-0.009360327,0.050797783,0.046659455,-0.001740725,-0.000774327,-0.003474858,-0.015890455,-0.00214731,0.112810574,0.250074029,0.015116178,0.596071243,0.268579543,0.217930779,0.153915837,0.226672873,0.338287354,0.309385031,Short,1,Low,1,2,False
24.61518,76.65191,1,Wheat,-13.74810642,-11.85461278,-14.23007898,-12.17177795,-14.55204197,-15.55521864,-10.4475788,-11.18396724,-11.25606054,-7.416240433,-9.204153726,-6.5037168,-8.496503916,-9.878761984,-7.462768167,-24.6002092,-28.81894184,-28.76891483,-16.63939803,-24.99223107,-22.16009701,-20.44167851,-24.42567786,-28.04835947,-23.15927612,-13.03604913,-20.70133464,-17.11323319,-17.05567486,-12.0932506,0.106304355,0.1037037,0.073630571,0.102969348,0.061672587,0.123998113,0.088783748,0.082248829,0.095940962,-0.00152207,0.102923699,0.073796272,0.096226417,0.078795642,0.064135753,0.069848664,0.113460757,0.070050761,0.016274864,0.01796959,0.069914587,0.003050979,-0.017088471,0.02172471,-0.017018301,-0.010045074,0.254505217,0.023768585,0.261854589,0.018937644,0.041969489,0.176095158,0.09226314,-0.010744024,-0.021449873,0.301467806,0.340682417,Short,1,Low,1,2,False
24.61526,77.06091,1,Wheat,-14.50995648,-8.144508735,-8.54332422,-6.997436415,-11.34325243,-10.61391517,-11.7844696,-11.87784348,-13.42443277,-13.29775385,-11.96690731,-11.9246266,-12.23252481,-8.65333733,-7.946689192,-26.26944649,-22.51877936,-17.08052543,-14.22126594,-13.84232902,-20.21361529,-19.15013494,-23.20548912,-21.36138164,-19.87752159,-22.14897829,-18.35292981,-13.08496086,-17.36243213,-12.33914442,0.091739081,0.068459727,0.076790936,0.089570552,0.088719279,0.166829422,0.253534287,0.277304113,0.505442977,0.151874468,0.656038821,0.56306833,0.584201455,0.118765488,0.116373636,0.086765587,0.030089043,0.044295553,0.010545878,-0.004607596,0.062914476,0.04890471,0.011708017,-0.006314247,-0.004165949,-0.021061003,0.003298319,0.048931286,0.140199631,0.014101874,0.34969756,0.173827231,0.139293775,0.131293967,0.201210812,0.301355809,0.298528612,Short,1,Low,1,2,False
24.61686,76.66012,2,Mustard,-13.91670009,-14.92845287,-9.71093073,-9.448615361,-10.59963163,-10.47060952,-10.60799616,-14.80171498,-10.72621712,-10.8705869,-8.755885667,-10.31085058,-7.446637022,-5.125480969,-5.975072474,-24.9941198,-24.95365593,-16.93391331,-19.53299143,-23.82171938,-27.94090158,-24.76723702,-22.68264213,-23.35882988,-23.67195506,-16.37484516,-19.08298084,-17.74716303,-15.75280006,-12.31317892,0.123141743,0.101269238,0.074829929,0.100420929,0.068702288,0.10639552,0.094876036,0.108357504,0.095695265,0.013838311,0.110938713,0.081031866,0.096247964,0.07406199,-0.028117359,0.067806967,0.02342191,0.071583517,0.058504324,-0.012454397,0.066210754,0.005553374,-0.014558152,0.01378921,-0.020334592,-0.008300568,0.204432562,0.021446558,0.244809017,0.054540094,0.193603411,0.138787523,0.125460789,0.008390918,-0.001612667,0.125771612,0.342270851,Short,1,Low,1,2,False
24.61912,76.67599,2,Mustard,-15.53142637,-11.62625874,-13.23676416,-11.5984106,-12.97512873,-9.736188844,-11.06784737,-11.22959938,-10.23137451,-10.83148788,-8.114187066,-10.10915626,-11.16488924,-8.360191104,-5.665068139,-26.22519799,-21.68669414,-24.79143351,-19.71269931,-17.64765065,-21.15507343,-26.6309288,-19.76052306,-19.02068751,-17.62770885,-15.00200009,-15.01713323,-19.26633069,-14.81254229,-9.841491831,0.126075834,0.109239765,0.083702609,0.102858432,0.071140103,0.118554428,0.09916307,0.031245237,0.089324616,-0.035700038,0.103777878,0.072602741,0.08929532,0.067589141,0.046110447,0.058401641,0.000506586,0.063051432,0.012459807,0.045634318,0.069577083,0.01162141,-0.013224939,0.016847074,-0.024247767,-0.011326963,0.361221015,0.009005796,0.174025968,0.127596438,0.002854249,0.138117075,0.138625145,-0.012776989,0.102758005,0.365252435,0.368589729,Short,1,Low,1,2,False
24.61987,76.87653,13,Gram,-10.75351155,-15.82786728,-14.66650597,-8.966358356,-7.55437292,-8.802104179,-5.82647803,-10.03492295,-13.56605022,-5.297445639,-6.958485869,-4.834878694,-8.296378076,-8.819894193,-9.181622948,-25.25378288,-25.23902375,-20.89033395,-21.60958688,-18.49071568,-21.692056,-22.54879929,-37.41863019,-25.89368863,-13.80812989,-14.64131144,-22.68510707,-15.68652134,-12.57781055,-14.84492895,0.146204233,0.105457909,0.101875901,0.093847759,0.063082136,0.102365896,0.106345475,0.043631699,0.096756153,-0.009543569,0.100614689,0.066419527,0.090252705,0.085481681,0.069997095,0.068018138,0.070541613,0.062432725,0.050240882,-0.018312335,-0.051435232,0.003007351,0.005677884,0.0174172,-0.016791921,-0.008974674,0.171759754,0.018513452,-0.003531169,0.353704602,0.210306928,0.297134727,0.052122742,-0.019452164,0.600641906,0.326400012,0.496774197,Short,1,Low,1,2,False
24.6229,76.67592,1,Wheat,-14.3760073,-12.58355468,-10.23147382,-8.642479939,-10.29635379,-9.81620492,-10.25117187,-8.811472171,-12.69888081,-8.561744642,-10.14595554,-11.197646,-8.078252925,-7.309561688,-9.671932907,-30.68391791,-19.65421851,-19.23542163,-18.2640631,-24.43597805,-24.62240646,-24.08549879,-23.69181528,-27.61955792,-17.86287519,-20.64634205,-17.51921271,-14.63382617,-15.24538029,-15.49584452,0.108078375,0.093478262,0.074231178,0.087108016,0.067051649,0.102242939,0.085007727,0.039867111,0.084204413,-0.003517804,0.09548521,0.066527523,0.090341054,0.077551022,0.068553306,0.056043625,-0.035028696,0.071058825,0.014653027,0.034420013,-0.018237082,0.009098979,-0.010259572,0.006313744,-0.019347707,-0.020260492,0.303012043,0.004069176,0.207189217,0.111417122,0.106480233,0.182382137,0.140409201,-0.01387291,0.087227412,0.144495696,0.585581183,Short,1,Low,1,2,False
24.6287,76.71026,1,Wheat,-10.23152297,-13.93175245,-8.818940513,-13.60592849,-12.60467987,-10.66098186,-14.7586296,-11.6440497,-10.5643674,-9.828607251,-7.558650405,-8.373509839,-8.558760857,-7.281615278,-5.430569644,-22.09868624,-22.94297226,-14.73790717,-18.02387872,-20.6721893,-20.10706246,-26.5370708,-24.35690747,-17.68292035,-18.25455654,-13.8147711,-14.18520286,-15.19760819,-16.01971787,-11.4359078,0.160194963,0.12048541,0.10024187,0.11080236,0.115503401,0.100236244,0.120562129,0.03158531,0.121715076,-0.084933676,0.134444833,0.098707035,0.133838385,0.117117114,-0.052180685,0.023560209,0.097172439,0.112366602,0.056827821,0.044300377,0.188354135,0.008722153,-0.012676654,0.006125574,-0.027799752,-0.029700641,0.067378499,0.009920376,0.040823698,0.095751852,0.061206989,0.55677402,0.352022052,-0.02348144,0.00019305,0.147147149,0.204265788,Short,1,Low,1,2,False
24.63264,76.71098,2,Mustard,-9.341608011,-11.58544742,-12.06961311,-9.460373594,-11.40119625,-13.22801028,-13.04449981,-10.12077753,-4.364000433,-9.991630658,7.028033365,-5.748763538,-7.483566758,-12.98022125,-11.39180927,-18.0610165,-20.0418941,-18.31366448,-18.05340631,-25.63336713,-12.61581133,-17.89537306,-17.98845192,-14.88189341,-16.95266842,-17.40496955,-12.99413156,-15.6335291,-16.17025808,-15.28416131,0.233502388,0.196775988,0.163606465,0.201976165,0.181843191,0.185144722,0.180616736,0.044829436,0.228967637,-0.08317975,0.235851943,0.184027776,0.275837481,0.155800432,0.158940405,0.030795552,0.108868368,0.161936566,0.122339182,0.059712969,0.083605222,0.009755574,-0.014352867,0.006228138,-0.025664793,-0.012618909,0.075148322,-0.014830085,0.114158385,0.116438359,0.256151944,0.295229912,0.096132599,-0.023793835,0.017123288,0.200072035,0.424482346,Short,1,Low,1,2,False
24.64042,76.78097,2,Mustard,-12.75483353,-8.564058569,-8.475936666,-11.50207943,-14.82078854,-15.23079013,-7.220356896,-9.24970839,-11.07638853,-12.46993062,-11.44482428,-12.13887444,-10.61353912,-4.655389983,-5.188403681,-19.3910078,-18.34920586,-18.30016555,-21.34076362,-23.00721021,-22.40670175,-16.56044704,-24.26471625,-23.57212082,-27.30966984,-21.45844969,-28.75027446,-17.02779044,-10.80361917,-14.85722046,0.106713392,0.088681445,0.084952161,0.083903044,0.066915654,0.093949527,0.095064588,0.081353493,0.077737346,-0.03294022,0.09967076,0.059097525,0.085540332,0.067377001,0.057503507,0.061401136,0.060197197,0.074029416,0.025677945,0.031698182,-0.043994069,0.002735898,0.002677652,0.010794714,-0.030736586,-0.005222345,0.089378238,-0.016396845,-0.012537693,0.128439099,0.033211827,0.14211823,0.457977533,-0.028406024,0.143540666,-0.026651217,0.043824013,Short,1,Low,1,2,False
24.64275,76.78139,8,Garlic,-13.52924142,-14.51070469,-13.35059943,-13.31103408,-13.91419636,-12.07132715,-8.422593697,-12.02080409,-10.568157,-11.93832443,-14.82388252,-15.45940518,-9.995134805,-5.464276912,-6.691234561,-22.65887498,-25.48049287,-27.72755248,-22.70171264,-23.45717074,-21.90775325,-21.56873633,-20.09160978,-24.31269428,-20.9726607,-25.42983079,-20.68691447,-14.95464317,-13.3200047,-10.74490185,0.138102159,0.111356609,0.114014253,0.074130878,0.065188169,0.083988674,0.09124767,0.026951673,0.094835132,-0.037020452,0.097666845,0.062699258,0.083232813,0.0655981,0.063016526,0.06727419,0.050548274,0.065038621,0.034305718,0.032169621,-0.055811573,0.00280014,-0.007450132,0.011837455,-0.029341029,-0.012477718,0.067567565,-0.02472157,0.025587101,0.121092148,0.030762097,0.491188884,-0.002677813,-0.023703843,0.173069611,0.061010413,0.055266116,Short,1,Medium,2,2,False
24.65113,76.69544,2,Mustard,-12.74532484,-8.144378718,-6.784116235,-10.84976587,-8.627725135,-8.032322489,-9.969345814,-12.88554256,-9.387969097,-8.345007287,-8.209743463,-12.478906,-8.729918876,-6.340711579,-6.807412634,-22.08817023,-17.74378635,-12.93565603,-20.26249976,-21.12523547,-26.43590814,-20.60638838,-22.5318161,-30.79860667,-24.11782137,-22.784764,-21.03351667,-19.20693619,-12.27042541,-13.42976424,0.137224913,0.088522382,0.101895735,0.109697931,0.078266107,0.088640839,0.119476266,-0.026559733,0.071193144,0.018143009,0.105416425,0.068383932,0.085891299,0.079716839,0.02071397,0.019943556,0.047979362,0.071829103,-0.035689961,0.062851556,-0.040566038,0.005447296,-0.008661523,0.003787879,-0.024017099,-0.01105502,0.254268855,0.003614167,0.103610672,0.083350964,0.396082193,0.552618206,0.096838161,-0.028731693,0.035592753,0.442640692,0.414444119,Short,1,Low,1,2,False
24.6531,76.70059,1,Wheat,-11.98777447,-12.16613882,-12.7204954,-10.75093246,-17.87131233,-9.803652339,-9.695847582,-13.07466824,-11.79470235,-10.91947827,-10.71224546,-10.07241512,-5.687802451,-6.461000234,-5.875209609,-20.6649531,-23.53707885,-19.97279158,-24.24341867,-25.15918471,-26.53639847,-25.83904691,-29.37388665,-20.42282283,-27.97432799,-16.48254654,-22.75996214,-17.36445681,-13.72607218,-14.07765207,0.113633111,0.101954572,0.08782018,0.094601542,0.078104317,0.101351351,0.085529856,0.002849003,0.078794584,0.084571429,0.09508615,0.071444772,0.092931934,0.067412585,-0.009443665,0.041657675,0.011120263,0.066285171,-0.007284602,0.009997369,0.069124423,0.01171567,-0.008507453,0.006403248,-0.027453205,-0.008207751,0.321386606,0.002721406,0.009272009,0.097161569,0.426319927,0.434833646,0.090928473,-0.026695371,0.026386311,0.440830827,0.043688066,Short,1,Low,1,2,False
24.65812,76.67882,1,Wheat,-12.45152459,-13.3358005,-9.337773339,-10.688008,-12.89890611,-11.11516853,-10.35445239,-9.934208454,-13.34403271,-14.00961284,-7.596856983,-8.278645448,-8.942682757,-4.041701878,-5.829014115,-22.91777083,-25.29451048,-27.65068274,-25.50366448,-21.46325022,-22.7301106,-23.91003385,-26.6501797,-25.03692484,-27.86342033,-12.13992773,-20.46290296,-21.0084902,-16.26503404,-14.94432033,0.105353825,0.0985782,0.088356331,0.094001792,0.077512391,0.102171429,0.090404041,0.115581319,0.084102295,0.015599465,0.097215191,0.068675004,0.096961863,0.079987355,0.067269646,0.06824591,0.082721815,0.073157609,0.011742602,0.133748055,0.065449968,0.009036144,-0.019387117,0.004213795,-0.017992802,-0.008165563,0.348106593,0.003633667,0.411971837,0.123941272,0.023106061,0.673536658,0.088381328,0.052428018,0.119252875,0.418088734,0.12433257,Short,1,Low,1,2,False
24.6595,76.94971,13,Gram,-11.38266497,-13.80477949,-13.715722,-11.56405992,-13.33737438,-15.91419541,-9.998513364,-10.17655594,-6.577942001,-8.424635167,-11.29553074,-11.31162778,-8.270027375,-9.282871593,-11.42747659,-21.87384425,-20.24391727,-23.29104048,-17.07848809,-24.17871659,-19.44380625,-19.15686628,-22.1611367,-26.00357336,-20.60060902,-25.89173675,-18.2123438,-16.87043189,-15.64150667,-16.05095636,0.131613627,0.125969872,0.107303143,0.110404365,0.082685791,0.122590214,0.096380472,0.074013159,0.125966355,0.047906823,0.135571226,0.067870483,0.083105847,0.073461287,0.004593908,0.062906727,0.05486628,0.022072578,0.008348909,0.022941971,0.087603308,0.004465282,-0.014423933,-0.003507055,-0.004644588,-0.014549326,0.026443604,0.05278521,0.092166692,0.120596766,0.434811383,0.461477369,0.023126069,-0.017958118,0.411790967,0.186858892,0.462598413,Short,1,Low,1,2,False
24.66089,76.68523,8,Garlic,-15.91504421,-16.02230445,-12.39498969,-14.07188736,-12.63022857,-5.012551522,-6.51378401,-15.93794634,-15.88460271,-14.51393762,-9.317605769,-6.256783203,-12.51741097,-4.499454225,-6.912664646,-25.79815356,-25.73614895,-21.43590398,-20.77701162,-22.85214059,-24.1970563,-27.90465013,-23.72405673,-24.67470256,-19.15367838,-18.7241326,-25.00439001,-15.58673261,-13.33623786,-11.99560322,0.113135494,0.091363512,0.090270273,0.10024187,0.078586496,0.112509832,0.092503026,0.039109699,0.092160381,-0.004913535,0.084819019,0.061273769,0.089168489,0.079785734,0.069312036,0.011933174,0.013879709,0.066410542,0.002955083,0.028671738,0.071952216,0.011652952,-0.012450404,0.006014133,-0.015425197,-0.004587814,0.24060151,-0.016653061,0.402392477,0.11744792,0.034588777,0.654715717,0.099068776,0.02150058,0.056239739,0.531737745,0.497033775,Short,1,Medium,2,2,False
24.66756,76.67513,2,Mustard,-9.89450588,-9.479035914,-7.80877766,-5.663451325,-10.07825907,-11.42703836,-7.886121357,-12.90290224,-13.15004078,-14.57477875,-4.408174238,-9.116200357,-8.603501602,-5.131005926,-7.578895554,-21.44693927,-19.67783938,-14.72084347,-15.34506976,-20.23143261,-23.27570998,-19.4045826,-26.75772036,-22.67412914,-17.62405864,-19.35244938,-16.55411399,-23.49167886,-15.56055266,-14.08328566,0.092479192,0.077929802,0.081680283,0.076080695,0.066842109,0.087578706,0.080452345,0.037037037,0.086903304,0.033950169,0.09503302,0.057657659,0.088018842,0.072705604,0.066443324,0.061756372,0.029517779,0.067978017,-0.002276608,-0.049711496,0.018111754,0.004597959,0.004737295,0.000673501,-0.016115725,-0.006649477,0.288428336,0.032799065,0.14203833,0.162337661,-0.005450667,0.569245696,0.084002137,0.003188728,0.128680915,0.380169958,0.296681195,Short,1,Low,1,2,False
24.67401,76.67426,13,Gram,-12.52273819,-13.28824635,-13.40910563,-7.369274946,-15.65838009,-15.23345007,-9.006030084,-15.74174311,-14.66471822,-11.41927123,-11.06268121,-10.39338967,-8.286030116,-9.280296467,-8.620014885,-27.32563043,-27.08495677,-24.68974318,-19.27850458,-22.56664447,-26.15593955,-20.30900739,-28.87047245,-24.48700186,-24.66309015,-21.23288151,-17.85223484,-17.53244456,-16.55196833,-17.26812458,0.109615788,0.089170329,0.09914574,0.09773688,0.069857381,0.102473497,0.084444441,0.073338628,0.089932889,0.00307963,0.104844913,0.07668554,0.108979091,0.073744617,0.002538071,0.034528997,0.099872656,0.063422635,-0.054274734,0.027805561,-0.029550321,0.007543531,-0.001346378,0.00227514,-0.017046396,-0.041404836,0.209397942,0.062465604,0.041383769,0.197600693,0.134541139,0.479218841,0.107476637,0.002074837,0.060378797,0.440654844,0.439365089,Short,1,Low,1,2,False
24.67595,76.66639,2,Mustard,-12.14518557,-14.50104586,-10.74639863,-10.54597698,-8.220182503,-7.320571643,-7.958215449,-8.810027279,-11.56114002,-7.439080256,-1.488477734,-4.04846548,-4.03189828,-4.473283841,-7.569865881,-25.24610719,-27.83613092,-23.44057092,-20.8025627,-26.08304162,-27.05559314,-23.32429374,-22.52840736,-28.06678753,-27.59325745,-15.13042711,-20.9850257,-18.50759882,-16.90384251,-13.24389267,0.115276881,0.103842162,0.103805333,0.098982885,0.073515549,0.10559006,0.093350381,0.05900621,0.090510495,0.043478262,0.096296296,0.066133499,0.087513342,0.076275937,0.068512775,0.071506552,-0.000110461,0.071108624,-0.01114008,0.054984678,0.028714677,0.004451039,-0.00552217,0.005533597,-0.01764299,-0.020465575,0.252997965,0.027494494,0.24895443,0.122067496,0.173502967,0.500551522,0.152791515,0.004239661,0.063517161,0.214172736,0.217768148,Short,1,Low,1,2,False
