Latitude,Longitude,VV_1,VV_2,VV_3,VV_4,VV_5,VV_6,VV_7,VV_8,VV_9,VV_10,VV_11,VV_12,VV_13,VV_14,VV_15,VH_1,VH_2,VH_3,VH_4,VH_5,VH_6,VH_7,VH_8,VH_9,VH_10,VH_11,VH_12,VH_13,VH_14,VH_15,DN,Crop_Name,Height,height_numeric,Duration,duration_numeric
19.22438,83.56025,-17.30977738,-14.46906984,-9.201766733,-10.14749848,-11.79965393,-12.60266474,-10.33240481,-7.175739068,-10.36592609,-9.208508257,-11.10149816,-7.392535504,-8.724825637,-8.603339263,-8.382548638,-22.61177978,-19.8264818,-19.56232753,-20.11601173,-21.2019763,-18.51412768,-19.42515896,-17.21011459,-16.78006078,-13.77028809,-12.9062051,-15.79083787,-18.43984368,-21.99792539,-17.60370093,4,No Crop/Fallow,,,,
19.22441,83.55962,-11.32571745,-10.07570092,-8.410678697,-10.06017197,-14.6093184,-9.573117175,-6.451461542,-9.553800911,-9.756707229,-11.20951869,-7.381786259,-9.704212714,-8.50306058,-7.096128016,-7.29479671,-19.13783522,-15.19065821,-25.0584547,-17.62660621,-19.03940941,-21.5652287,-17.29218097,-13.44537811,-16.76423359,-15.19024981,-13.8949787,-12.51266357,-15.56645774,-15.64757489,-14.92545198,4,No Crop/Fallow,,,,
19.22486,83.5598,-11.1566986,-12.44306923,-12.12432185,-10.08196277,-10.46812132,-12.20310651,-7.446861699,-8.551388002,-3.43369168,-9.629011886,-8.352147068,-7.426931187,-7.527238348,-7.540299013,-8.293765072,-25.47748941,-17.18611541,-18.78675971,-18.55664348,-18.42460038,-20.39976133,-20.92560254,-15.33338465,-11.02474683,-15.07888946,-14.82034721,-21.38268299,-19.69141005,-20.98662292,-16.42685276,4,No Crop/Fallow,,,,
19.22522,83.55946,-14.50885381,-12.80325634,-9.499188491,-12.71797596,-15.43969723,-10.19273678,-8.737490592,-7.36910227,-6.426380588,-12.66585383,-7.500504824,-8.32180337,-10.45293176,-9.322835522,-4.140557854,-23.35897539,-22.40671759,-16.60841594,-16.22359463,-19.76275594,-17.73634767,-18.78742445,-16.95209859,-14.46520333,-11.98989265,-18.17026031,-16.83454123,-16.76069066,-20.46001832,-15.81245721,4,No Crop/Fallow,,,,
19.22537,83.5457,-13.61743866,-11.87810177,-10.15757182,-8.192046668,-10.6501742,-12.29947182,-8.108652937,-4.924671036,-3.033249116,-7.230113216,-6.898758774,-10.96614942,-6.092548581,-6.098262375,-7.080917899,-19.98492466,-18.1642684,-16.08379562,-18.17480033,-19.36759112,-18.58959305,-12.96207132,-13.87019584,-13.27580663,-15.50582014,-19.04630043,-16.3681343,-17.47726234,-15.91752873,-18.45741412,4,No Crop/Fallow,,,,
19.22669,83.65814,-10.00007242,-12.51245525,-8.713871053,-8.385796613,-10.52428058,-7.983107139,-6.498526925,-5.921744378,-5.642360156,-10.09375243,-10.13721334,-5.803494596,-6.856489748,-11.67843094,-9.824569787,-19.54409216,-14.40277444,-12.28394656,-16.74371173,-14.79114472,-12.79974352,-15.09988568,-13.7794747,-13.57043561,-13.02437909,-19.20146673,-14.25523273,-11.94489562,-15.18174981,-15.86106795,4,No Crop/Fallow,,,,
19.22681,83.65772,-11.23866036,-11.88259632,-8.147776474,-11.94980913,-12.16732799,-11.17660386,-8.6535324,-5.299522837,-8.032908325,-8.088572389,-10.76019551,-6.394342167,-7.012404267,-10.25713967,-12.87843953,-17.03072436,-17.7817074,-17.59680237,-17.22133359,-19.93965559,-18.84015053,-14.90429942,-14.80631246,-16.90855411,-15.48990833,-13.42825912,-10.61084814,-15.87398845,-21.81854436,-16.58071532,4,No Crop/Fallow,,,,
19.22703,83.67945,-14.19864162,-16.48196428,-12.25660972,-10.71399418,-12.76882427,-13.23254423,-14.20014145,-10.15946865,-9.6273043,-9.642334719,-11.08214844,-9.038716178,-8.486906685,-9.524468511,-12.01449941,-22.34061155,-19.12507752,-21.9967514,-21.35642619,-18.88355174,-20.11513653,-17.97360241,-16.0963331,-13.73298641,-16.6240673,-18.07683961,-15.39052934,-13.56841915,-22.55081862,-14.49318955,4,No Crop/Fallow,,,,
19.2271,83.36554,-13.83060739,-15.75909203,-18.16322109,-11.98964093,-11.34494522,-12.5358315,-9.262810972,-10.75173953,-6.673908695,-10.77502683,-10.90485994,-8.907516799,-9.355443664,-12.0653371,-14.55819595,-22.48994241,-25.92444428,-24.93635956,-19.58622503,-20.56818217,-24.26698125,-16.8115744,-14.69474938,-16.13751385,-23.45102393,-21.92695398,-15.8780359,-15.19122971,-16.02919343,-16.91242679,4,No Crop/Fallow,,,,
19.22758,83.36518,-18.77480866,-18.21463679,-16.89764211,-16.27214138,-14.89034735,-14.72138084,-10.98568593,-8.310643337,-4.930264373,-10.84150814,-11.00159187,-12.31503927,-10.69927598,-9.47002408,-8.80289353,-26.13512968,-23.92145874,-27.6679686,-24.7378401,-22.09210923,-19.32320791,-20.42417167,-18.96759625,-17.94295404,-20.84137912,-16.23946846,-16.48154724,-18.25722095,-15.2311136,-17.60433925,4,No Crop/Fallow,,,,
19.22841,83.76489,-10.57450388,-14.38571769,-12.74760678,-12.41914238,-9.39755111,-11.29140469,-12.87132176,-11.37120581,-12.79684436,-9.746500016,-9.34593981,-8.793241081,-12.42895373,-9.689342013,-8.292216541,-19.83090118,-16.10787738,-17.93394285,-21.38339208,-21.36327018,-16.72367023,-21.98315154,-18.32413153,-17.84340827,-17.57939644,-21.54947336,-18.71244564,-20.46791932,-19.05402534,-21.59159436,4,No Crop/Fallow,,,,
19.22843,83.54706,-13.33886751,-14.85762793,-8.739494391,-9.31445922,-10.67499568,-11.63041092,-6.836833599,-13.2395952,-10.12626954,-10.61502895,-6.911651662,-7.323206731,-5.641494686,-12.78841214,-7.253997478,-19.96278832,-19.70935965,-15.47926467,-15.227508,-15.89031773,-17.91185219,-12.16705165,-14.51056299,-15.40121335,-17.83551947,-17.53210634,-19.26720732,-12.94228694,-13.79645045,-12.19109432,4,No Crop/Fallow,,,,
19.22887,83.36222,-7.940880518,-7.509615219,-9.681808883,-12.45052238,-13.35819926,-8.850976525,-10.54281161,-10.00404456,-3.058484565,-10.06977656,-9.574543642,-5.469041945,-11.09391393,-7.353220744,-3.359350311,-17.91464392,-25.21769153,-20.23646137,-18.28377034,-28.99910932,-19.68553032,-15.96390526,-17.32542871,-10.3401567,-17.07112587,-17.71237723,-16.1824401,-15.20756929,-17.50221359,-16.5296584,4,No Crop/Fallow,,,,
19.22902,83.76154,-12.18541696,-13.89863606,-18.46775436,-11.44341107,-6.083379729,-6.368221515,-10.11922975,-11.04660184,-9.370474942,-9.7044231,-11.00403759,-11.81576589,-4.851401946,-5.22105125,-6.230439907,-17.44524159,-21.06785647,-22.82765629,-17.43168125,-18.49088398,-12.18081668,-16.47364948,-19.25474645,-15.01500728,-15.85365004,-18.37812105,-16.23033762,-12.07396767,-14.54923158,-12.69638952,4,No Crop/Fallow,,,,
19.22953,83.76461,-9.3565222,-13.14723411,-13.8722209,-16.28657098,-13.09336321,-11.56430809,-10.94410457,-11.3585569,-9.845479488,-8.079198854,-9.519024562,-9.520504937,-11.27151601,-10.8943165,-5.683545364,-16.71813119,-23.26638219,-17.03605931,-21.76650381,-20.14922774,-17.47242485,-18.19982741,-14.61641444,-15.05361622,-14.53354855,-16.34570324,-17.85874873,-20.89229407,-18.8598017,-21.83735973,4,No Crop/Fallow,,,,
19.2303,83.7638,-9.852714743,-11.46731656,-12.27987411,-13.05227459,-14.20288504,-9.786748652,-8.501349908,-9.985270909,-5.44841312,-7.749668904,-9.328667864,-11.39459562,-16.57398767,-8.38756995,-9.113710813,-19.42075377,-17.7197711,-20.43852155,-19.59852583,-15.81258028,-14.84557472,-18.29385693,-17.07956363,-12.91702209,-18.81225418,-14.8634782,-16.18633816,-16.87504157,-17.85947606,-15.05326815,4,No Crop/Fallow,,,,
19.23058,83.65223,-12.06930645,-9.115218937,-9.129556543,-11.56056063,-11.55052678,-8.497480924,-10.03536887,-8.065344457,-8.464388068,-9.065981805,-10.41989375,-6.120373688,-8.358519374,-9.484666147,-7.778220151,-20.28344587,-15.85187776,-24.35198013,-16.91714453,-17.42032829,-17.08014176,-19.6283845,-13.60745562,-14.34105748,-15.46291577,-18.33426803,-15.25952184,-13.32552639,-14.88312636,-18.30797341,4,No Crop/Fallow,,,,
19.23315,83.56181,-11.71134719,-11.03211059,-7.684077354,-8.35473829,-9.499359187,-11.80004278,-12.68114118,-7.071924305,-8.764475088,-11.36900337,-11.80196353,-6.58939528,-11.00896501,-7.559576728,-9.968361787,-14.92251448,-17.34098841,-18.24718631,-16.52827757,-18.27843554,-20.92192658,-17.74594346,-13.71945313,-14.80886295,-17.24099088,-17.94822388,-15.67306424,-15.94262336,-18.40219867,-14.13317461,4,No Crop/Fallow,,,,
19.23346,83.57276,-12.08371606,-14.9040582,-8.771355756,-14.78101847,-12.19625757,-12.86394346,-9.738995452,-9.939568953,-6.517227265,-6.940924874,-10.68119262,-14.01492554,-9.65812879,-12.36560248,-10.36340636,-30.9157703,-21.13540323,-22.99336728,-22.65268675,-20.73246953,-22.10733694,-17.95661083,-15.30633775,-16.96157771,-16.27905295,-14.38420966,-20.67233473,-21.93698366,-25.69126357,-13.57358711,36,Rice,,,,
19.2336,83.56225,-9.243538466,-9.440766025,-5.225801067,-9.428503509,-9.064003663,-11.31125622,-4.533160921,-8.098655359,-6.699096161,-8.099970912,-10.66016473,-8.944936301,-10.0056866,-8.748029594,-7.622204123,-20.28545223,-17.99598423,-15.50041825,-17.10372445,-15.18619465,-18.56138892,-16.9266576,-15.76841658,-15.56460745,-12.15673524,-17.06137897,-16.54477024,-16.336769,-16.7889933,-15.30449951,4,No Crop/Fallow,,,,
19.23402,83.56178,-15.28138581,-12.20073487,-10.28114639,-7.716209759,-8.340159444,-11.13694132,-8.674265354,-7.001466516,-4.905541751,-8.116138889,-11.98095993,-12.44477728,-10.15180688,-8.782943495,-7.703531753,-21.76922042,-19.53581539,-14.47914191,-14.64473268,-18.55999195,-16.40627585,-11.98260893,-13.35623026,-12.75388084,-14.53180091,-24.92275936,-14.24785958,-16.87723395,-17.03523809,-17.88492129,4,No Crop/Fallow,,,,
19.23472,83.57111,-14.82519396,-11.82956097,-8.334951792,-13.13407048,-13.55897721,-11.73689524,-7.879256747,-6.565672088,-6.882747129,-11.35559107,-8.615131646,-15.73126031,-11.34802206,-9.377932325,-8.224917963,-19.41551895,-17.19779354,-16.82147972,-26.35622545,-21.09954017,-23.39079644,-14.62920843,-14.19425487,-12.95912702,-14.55319259,-16.46023037,-22.7580119,-18.1681986,-22.33625749,-19.55804627,36,Rice,,,,
19.23483,83.55902,-11.3785478,-14.61839608,-8.569274302,-11.3751899,-13.29776526,-13.65324244,-6.850034341,-4.024623834,-4.958967208,-10.56421485,-7.236868018,-7.01303729,-5.210750772,-4.908285153,-6.50182131,-20.55628389,-20.1848707,-19.80282767,-19.18115457,-18.90351165,-20.03700721,-12.25907441,-12.97579671,-13.44868173,-15.94479809,-12.94366582,-12.05636361,-13.94617153,-15.04841838,-11.09859981,4,No Crop/Fallow,,,,
19.23583,83.3492,-9.413282269,-10.53033328,-11.5757885,-9.044243857,-10.69115355,-9.880480719,-7.718081326,-8.740382359,-10.14831803,-9.552241721,-7.88654459,-7.074751591,-9.245734749,-9.087558446,-8.210064442,-18.5415439,-23.03184076,-19.07068605,-20.30128944,-18.50255761,-14.67358082,-14.93728545,-16.71612172,-16.66503597,-14.91204903,-17.6879569,-14.1927337,-13.24395175,-16.33584757,-19.7256489,4,No Crop/Fallow,,,,
19.23602,83.34686,-10.97938022,-8.815962475,-7.810348698,-9.502479609,-10.31790461,-7.481106142,-7.503871312,-7.807132196,-8.514332456,-9.891927115,-6.383433765,-8.854316687,-9.001664513,-5.969680064,-5.957731792,-17.44848197,-17.8164529,-14.72416855,-19.72761205,-16.60264929,-15.51778726,-14.52675672,-12.24966455,-16.16339331,-13.0866476,-12.32531656,-14.23790103,-15.86836328,-11.14941879,-12.23096934,4,No Crop/Fallow,,,,
19.23611,83.56999,-11.07850716,-8.047633218,-9.039212557,-9.549231186,-11.95534793,-9.200321386,-10.4150598,-9.667480014,-5.790155742,-5.650512763,-8.59705166,-11.64599295,-8.647551875,-9.391848648,-6.163200507,-21.75747869,-22.58477891,-16.0392642,-19.84292927,-21.61754666,-18.38911713,-13.97911909,-16.4247829,-12.04524562,-11.90249115,-13.54242651,-10.33987746,-16.82661266,-18.57518271,-18.44246234,36,Rice,,,,
19.23616,83.35184,-10.2015421,-11.57293786,-9.386184285,-11.8991473,-8.855497937,-13.59724286,-8.08154107,-0.434381111,-9.950376377,-10.14326793,-5.772179024,-9.349265242,-5.630587668,-2.221467389,-6.669387599,-21.01433685,-18.55421659,-16.53208135,-18.52758434,-21.20458558,-17.28292345,-17.10327685,-17.1819364,-19.69006346,-14.48834051,-18.9157606,-15.99094797,-15.97419406,-15.18963007,-17.58418626,4,No Crop/Fallow,,,,
19.23621,83.85001,-4.845116453,-9.897178766,-13.64981555,-11.66123879,-10.03668733,-11.94030329,-8.48107996,-13.213156,-10.84375255,-10.00138052,-11.36999733,-10.32234612,-11.24899245,-9.724238286,-9.067786974,-18.94070331,-15.51264451,-19.61702168,-16.34596967,-17.2574901,-14.64026911,-13.56434935,-14.20404174,-14.98524881,-15.31714109,-20.04829909,-19.56670855,-17.50580378,-18.88292248,-17.13146205,4,No Crop/Fallow,,,,
19.23741,83.84859,-7.780473436,-11.01297088,-9.753430557,-12.07424024,-11.83083729,-13.11700416,-13.75982674,-6.706730086,-6.828981762,-9.449433657,-11.80685081,-16.64297068,-15.58697126,-6.609711967,-5.613403826,-21.9211618,-16.20658929,-17.81134535,-18.53380165,-13.81587058,-17.42733709,-16.83677104,-16.54703069,-20.18925048,-18.06311313,-18.85056763,-24.63565605,-22.96667914,-16.5491169,-16.79817103,4,No Crop/Fallow,,,,
19.23748,83.34991,-10.2515233,-10.80268561,-9.960731027,-9.943183025,-9.649709182,-10.95189551,-7.947090536,-2.127656921,-5.277594542,-7.674644325,-5.188020285,-11.1154442,-10.76494019,-7.988683033,-6.991250825,-18.14283222,-19.91089038,-19.53377136,-20.28710646,-17.99175894,-19.68311494,-16.04600049,-11.86721422,-15.05357504,-17.35007534,-12.36028893,-16.36288615,-13.5857258,-15.59605019,-19.22630192,4,No Crop/Fallow,,,,
19.23771,83.85002,-5.485283923,-5.782149115,-7.835601048,-7.478668285,-7.728978206,-9.027350284,-9.182171045,-12.13030799,-10.41408761,-8.255260234,-13.07528306,-15.20981124,-11.17808309,-10.65721922,-6.945872047,-16.5985692,-19.37094249,-20.11530516,-16.87109659,-16.47969427,-14.18493526,-16.21907565,-12.21294237,-19.55185719,-16.42930007,-17.77005636,-17.40131276,-19.88036393,-22.66383424,-15.34131854,4,No Crop/Fallow,,,,
19.23873,83.56997,-18.05533668,-13.52920314,-10.92530673,-15.60115024,-15.01365369,-15.54550144,-12.85032948,-10.28250847,-9.227558694,-11.26810983,-11.07549353,-9.594031275,-7.917349403,-7.122580059,-8.585589487,-20.07499652,-24.20684767,-17.6575541,-20.79010701,-16.13989585,-20.52551741,-17.6466615,-18.36427739,-20.16945291,-18.5801506,-16.71310697,-16.97409632,-15.24856653,-13.96447348,-17.24704339,4,No Crop/Fallow,,,,
19.2393,83.56975,-11.36697226,-12.08422923,-10.23712856,-10.956777,-10.58638068,-12.12425773,-7.210643553,-9.859956119,-10.45175142,-11.09391559,-9.56777861,-10.4852981,-9.154202321,-9.772402452,-5.42531618,-16.63658745,-22.32277672,-14.75194548,-18.4773632,-16.47859567,-21.86995234,-17.64511234,-17.34102087,-16.86483937,-14.73802999,-15.80276752,-13.94504178,-15.43291551,-16.87168502,-14.17306777,4,No Crop/Fallow,,,,
19.24178,83.44632,-13.61078348,-11.33913412,-13.66429051,-10.63027866,-11.96648237,-10.590108,-9.372020613,-10.21851091,-10.25036799,-12.30146895,-13.29625508,-8.485162184,-9.693236345,-10.18782872,-11.29431304,-17.76199708,-18.20409513,-19.50608503,-15.61355832,-17.78943381,-18.41765672,-16.35034831,-16.37192731,-16.93056483,-15.9410387,-12.14931645,-12.85845388,-14.36556343,-10.53859238,-17.10054621,4,No Crop/Fallow,,,,
19.24477,83.39467,-18.20438081,-15.47588955,-13.74859846,-12.77510824,-12.01715992,-12.54106027,-6.334025251,-4.831069368,-2.746557436,-7.015073608,-7.333872378,-7.487971729,-12.93005542,-6.576131221,-6.113377607,-24.41925707,-28.21428656,-24.09504678,-22.29938913,-25.68911013,-19.17315025,-14.8623202,-19.66545225,-16.55209596,-16.48460236,-14.25504052,-15.6503721,-14.4863555,-11.92820502,-13.06398521,4,No Crop/Fallow,,,,
19.24534,83.38632,-13.37247056,-13.51656597,-15.42687866,-10.48739686,-13.57920347,-13.65397528,-8.425663694,-6.976928196,-5.906766837,-7.667158616,-5.183785942,-9.812376671,-9.241703056,-7.260709311,-6.849385474,-22.94845599,-21.65224874,-22.89051319,-26.18373133,-21.87297787,-17.88907868,-14.22504572,-16.91332725,-13.99019793,-16.08421425,-17.27967624,-15.32981682,-11.25258917,-12.55443305,-15.90119994,4,No Crop/Fallow,,,,
19.246,83.38874,-11.23979152,-13.59482891,-15.42938699,-15.21583182,-14.58058321,-13.36231891,-5.95231397,-10.26695746,-10.76985889,-9.911830955,-13.72240131,-7.074046824,-7.974957246,-11.28073623,-12.5247212,-19.02908817,-25.95881656,-19.04720683,-15.98155284,-19.51184842,-21.18123551,-15.9171622,-18.96343893,-16.92915619,-17.60676059,-14.69626425,-17.30671453,-14.58071885,-13.3047052,-14.45932463,4,No Crop/Fallow,,,,
19.24607,83.02509,-7.778219375,-7.420326418,-5.418847406,-6.983364804,-8.496748376,-8.307490508,-7.603608129,-6.484251456,-6.948815234,-5.080376629,-5.511489543,-10.95304424,-7.25067036,-5.062455693,-4.895208669,-15.71941743,-14.72371677,-14.63018562,-10.88555986,-14.43424498,-14.33214905,-11.4200645,-11.24353789,-12.65820299,-8.562101087,-11.79507901,-13.95795049,-10.91062132,-8.620790664,-12.2088789,15,Potato,,,,
19.24646,83.4476,-12.57420874,-10.90484958,-14.82059658,-11.08015418,-14.17489514,-15.39271685,-7.343785208,-7.974217215,-8.216364115,-9.544881008,-6.298551552,-9.794417426,-5.639660877,-7.301534047,-10.82461512,-33.0086281,-23.47057774,-23.09525829,-16.73582655,-20.0074649,-22.11591537,-18.24024363,-19.95075243,-12.84691551,-13.5396221,-18.66478811,-13.95381341,-15.82535525,-13.37719139,-13.48786938,4,No Crop/Fallow,,,,
19.2467,83.44764,-16.37902882,-14.99605286,-16.44835452,-11.35573697,-14.50424148,-16.78898442,-9.356656966,-10.4594605,-10.22000768,-9.036340883,-8.749302128,-8.411101058,-7.299765153,-10.70449947,-6.573393829,-23.19025731,-20.87564855,-20.11043956,-19.88451475,-20.27686801,-20.64098745,-25.05914734,-16.52265915,-12.75037784,-16.06759975,-13.12605529,-12.14385455,-18.08047125,-13.7036367,-15.19470631,4,No Crop/Fallow,,,,
19.24702,83.38835,-13.0459409,-12.92208145,-9.534951874,-11.6716276,-12.92456226,-10.32068477,-11.34977764,-8.87672661,-8.720594344,-8.266057701,-8.517028745,-6.505595461,-3.133661529,-5.882245775,-8.135894255,-16.18952143,-28.9248802,-17.04652024,-21.08829772,-19.03503317,-20.10797749,-15.30853269,-18.72498323,-10.39077607,-19.03518734,-20.97504917,-20.02414468,-12.56693342,-14.85911353,-15.94728982,4,No Crop/Fallow,,,,
19.24788,83.76236,-10.4814709,-11.04857416,-8.897236157,-11.70284866,-11.7706436,-8.573444973,-10.61075279,-8.946513615,-7.886336946,-8.557991899,-11.13857743,-9.483155132,-10.4653111,-8.262530169,-6.169839054,-17.40307359,-19.63569445,-18.29942808,-20.79408529,-14.24652211,-15.80581188,-14.41394883,-16.23590427,-13.6093796,-14.18226995,-15.92888904,-17.90442582,-16.89370187,-14.02597399,-15.2821752,4,No Crop/Fallow,,,,
19.24834,83.3887,-13.46105765,-11.05692599,-9.650065607,-8.953029975,-12.90774481,-10.89473913,-8.753228811,-9.503259055,-9.48440551,-6.463701784,-10.50649871,-7.665749297,-8.950447974,-8.672862052,-10.00981955,-18.25910053,-17.7047923,-16.98737264,-16.37504528,-22.68061757,-17.39897793,-13.95259323,-13.75672164,-16.90135368,-14.2234718,-15.39175594,-14.96239446,-13.58079947,-9.956302058,-23.00791758,4,No Crop/Fallow,,,,
19.24922,83.44959,-6.686494126,-7.955321619,-6.921574258,-10.21789336,-9.353406448,-11.39537191,-9.30899943,-7.233741213,-14.71896991,-11.69637949,-8.821921582,-11.50052404,-7.680830826,-5.649177488,-6.488219655,-14.81306516,-15.37758335,-18.37947075,-14.69683533,-14.79440405,-16.51174586,-13.25486861,-13.60914152,-18.24037849,-20.97853326,-16.49648942,-19.82082475,-14.91288488,-14.6180039,-15.43651478,4,No Crop/Fallow,,,,
19.24936,83.38634,-10.38735032,-11.50242286,-11.88119243,-10.34292383,-11.51742127,-8.003206593,-10.31587155,-5.685730422,-3.981669844,-7.68469399,-7.933718551,-6.435789381,-6.733068024,-5.347166323,-6.3244535,-23.48499529,-21.39298332,-20.88603938,-18.35088164,-16.50578078,-21.25020834,-18.78886441,-13.84334259,-12.87694845,-14.49327241,-20.21833295,-13.22055353,-16.78541045,-11.10192727,-14.76588534,4,No Crop/Fallow,,,,
19.25018,83.38912,-12.69708552,-12.56644348,-14.26168946,-12.02007192,-16.12164534,-11.61487615,-7.043974685,-9.137659789,-7.473472213,-12.48568622,-8.338219085,-5.953552068,-5.291808718,-6.632995006,-7.58900924,-20.02206601,-26.82731013,-24.04595028,-22.64765685,-24.64554019,-19.46768087,-15.3289089,-15.95271081,-14.55867197,-17.26501812,-17.83189026,-11.29967336,-13.67483166,-14.18626238,-17.05766538,4,No Crop/Fallow,,,,
19.25047,83.38565,-8.024507251,-12.32028833,-11.41249572,-9.287456297,-9.297907702,-6.93114094,-7.297331799,-5.282836026,-3.124205291,-8.617240264,-4.159023477,-7.501976568,-10.72986817,-5.623527273,-5.794120616,-19.62449206,-18.55562824,-15.65649915,-17.44409942,-17.79236444,-18.20996711,-11.82936965,-15.73183491,-14.10172328,-12.12538693,-14.10571893,-10.74492297,-14.79359655,-12.67875838,-15.67474141,4,No Crop/Fallow,,,,
19.25738,83.74951,-14.84318665,-16.94310427,-8.247412372,-9.310185193,-8.766412463,-6.31907823,-7.806964247,-10.86212062,-6.851953624,-8.108616514,-9.962706113,-10.66805426,-6.797077297,-8.796765215,-6.153974861,-26.4932469,-23.34937102,-19.36064583,-23.40499232,-16.87705226,-16.32829731,-21.09096619,-17.32514556,-20.54392069,-19.1939604,-23.58470689,-21.67821384,-16.27444779,-12.84005515,-12.96394789,4,No Crop/Fallow,,,,
19.25779,83.31881,-9.501194017,-9.78420474,-9.414389687,-9.742712872,-10.05964969,-14.71716714,-4.03045322,-9.264327257,-5.738054164,-9.221464493,-6.407998909,-5.079318151,-10.06909663,-7.578975231,-8.449126907,-23.24061287,-23.65451767,-18.48244425,-24.55576791,-24.39030365,-17.61394864,-12.97519999,-16.97527611,-12.09476328,-13.99100369,-16.06395286,-14.89558305,-13.2510117,-17.18780423,-17.76856177,4,No Crop/Fallow,,,,
19.25886,83.74785,-11.51818907,-15.8481749,-15.83435583,-11.43776911,-10.60364846,-6.031158941,-6.5992655,-8.902471951,-10.24572619,-14.44526075,-8.690794308,-10.92033848,-6.506567522,-8.609056684,-4.043960497,-18.7964644,-23.00279193,-21.82579499,-19.57926946,-18.3247753,-19.35452659,-15.89725886,-19.7257837,-17.98638262,-19.12258136,-19.39440087,-23.03261355,-13.18796174,-15.32062554,-13.07379116,4,No Crop/Fallow,,,,
19.26097,83.74802,-9.288710083,-15.59651297,-13.24781811,-12.05605787,-11.10477985,-9.776127692,-9.26486431,-11.58241901,-8.205012525,-10.37059673,-10.41560099,-11.69235202,-15.11309688,-13.77838169,-8.319243145,-15.9306943,-17.91004352,-23.82686373,-20.24327813,-17.24645548,-17.28354358,-20.4875356,-19.80941928,-15.10363072,-16.01311458,-19.015522,-13.68251419,-24.61583704,-23.56123806,-19.21826674,4,No Crop/Fallow,,,,
19.26207,83.7614,-9.702036006,-11.39101446,-13.35767521,-12.11146681,-10.50179372,-9.481727636,-10.42509705,-10.7875991,-10.62037896,-4.456962647,-10.37549431,-11.99801689,-16.58388412,-9.412577875,-8.243048301,-18.74022033,-29.6249135,-21.36502938,-21.45404056,-20.14317638,-16.53441642,-20.76770967,-17.57691205,-17.28062502,-12.87394276,-17.76719637,-15.52951464,-22.17983874,-24.98975391,-19.73318998,4,No Crop/Fallow,,,,
19.26228,83.04226,-9.07668073,-9.411587621,-11.7339234,-9.492595014,-9.036009659,-11.10921096,-8.643324614,-8.896083151,-7.580421171,-8.82696456,-10.86639416,-9.04791669,-9.693000573,-9.280827822,-5.32984889,-20.98504092,-17.17189741,-16.70933512,-15.48628115,-18.4443379,-16.33587992,-13.13797983,-19.55423095,-15.5371556,-16.09677797,-16.0810698,-14.61947208,-14.10702164,-13.73773158,-17.33036541,15,Potato,,,,
19.26316,83.04215,-12.30326077,-14.77888733,-11.98571457,-10.86738142,-11.55010832,-9.464821545,-7.18253052,-6.027315782,-4.985066072,-5.171363506,-13.43461415,-10.51645786,-7.529325505,-6.134622706,-8.873620318,-18.5686953,-20.97764615,-20.98918974,-22.82397171,-18.08355304,-20.38615053,-14.22806549,-15.84721221,-15.34896394,-19.86132635,-22.70812624,-21.88106063,-15.0139755,-19.18835593,-22.00709466,4,No Crop/Fallow,,,,
19.26426,83.32275,-11.93691353,-11.5561524,-12.54408767,-10.80584407,-14.96052531,-10.35150388,-9.040196404,-7.679608978,-6.68756428,-5.739824689,-9.237230165,-8.954163104,-8.275803343,-8.03246277,-6.909349728,-29.36108467,-18.41387379,-17.43486671,-19.52636642,-14.51653897,-14.4800219,-11.1791816,-12.51826578,-15.44805139,-14.27872263,-15.12898753,-12.13096834,-14.31414873,-16.12634418,-14.46645966,4,No Crop/Fallow,,,,
19.26881,83.32454,-11.86539516,-10.73021882,-9.720773304,-11.38550333,-12.11043828,-11.87443186,-8.776803207,-13.24487788,-9.16384828,-8.209251969,-7.87478858,-10.31491365,-12.20306056,-10.53384886,-4.067818343,-19.15173761,-23.47656227,-20.74720774,-21.77546433,-23.97684894,-21.62202044,-14.11755596,-18.11232736,-16.76763414,-17.96782797,-16.99043229,-18.29474012,-17.21806686,-17.81915507,-19.62463155,4,No Crop/Fallow,,,,
19.27231,83.41212,-4.192300142,-4.277244458,-5.004087106,-4.069972636,-6.912865236,-7.957864836,-5.970517261,-3.553329437,-3.587454206,-4.030826473,-7.394819976,-4.358135686,-4.707617977,-5.387718941,-5.555169978,-16.56379616,-14.17538764,-14.60094378,-18.81045181,-15.82702854,-15.36047819,-15.3039708,-15.01718048,-10.99625723,-12.9045453,-18.32922353,-12.20084122,-13.4640686,-15.89883423,-12.42096196,4,No Crop/Fallow,,,,
19.27368,83.41245,-9.562978219,-10.55504314,-11.81686657,-10.95056342,-10.53841217,-12.02301423,-7.706282372,-10.56710052,-4.936621567,-10.2018597,-10.97944711,-8.779619645,-10.43152544,-8.729874918,-8.292107794,-21.15000672,-21.7316882,-19.87173095,-15.08296268,-12.078183,-13.69501163,-12.48074679,-15.66445765,-11.59645908,-11.14114742,-14.42132219,-17.20195684,-10.99068971,-15.09617525,-12.98293101,4,No Crop/Fallow,,,,
