Latitude,Longitude,DN,Crop_Name,VV_1,VV_2,VV_3,VV_4,VV_5,VV_6,VV_7,VV_8,VV_9,VV_10,VV_11,VV_12,VV_13,VV_14,VV_15,VH_1,VH_2,VH_3,VH_4,VH_5,VH_6,VH_7,VH_8,VH_9,VH_10,VH_11,VH_12,VH_13,VH_14,VH_15,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDVI_8,NDVI_9,NDVI_10,NDVI_11,NDVI_12,NDVI_13,NDVI_14,NDVI_15,NDVI_16,NDVI_17,NDVI_18,NDVI_19,NDVI_20,NDVI_21,NDVI_22,NDVI_23,NDVI_24,NDVI_25,NDVI_26,NDVI_27,NDVI_28,NDVI_29,NDVI_30,NDVI_31,NDVI_32,NDVI_33,NDVI_34,NDVI_35,NDVI_36,NDVI_37,Height,height_numeric,Duration,duration_numeric,Predicted_duration,Correct
24.42267,76.65618,2,Mustard,-7.840376582,-11.07445782,-9.758206625,-7.077665908,-13.40916167,-12.69925279,-15.73399806,-14.91236139,-10.91868539,-10.62011694,-9.336152884,-10.05764281,-8.002058508,-3.681277483,-11.91555437,-19.67513701,-17.45044283,-22.35948707,-13.82324736,-24.7415585,-21.9290094,-23.54770936,-23.54723607,-22.10432922,-23.36426427,-13.78480851,-19.20737359,-16.58744714,-17.44311066,-12.48860753,0.112337403,0.10204082,0.044451352,0.2109375,0.07116849,0.093296476,0.084912814,0.107779786,0.089792788,-0.158193693,0.102931596,0.049703602,0.119753085,0.092045851,0.009685033,0.071322873,0.096848398,0.074772432,0.034266885,0.034991153,-0.026268953,0.005580538,0.038192898,0.112508424,-0.023442559,-0.020338982,0.177397132,-0.023327297,0.380933076,0.033270217,0.609106839,0.17294389,0.09026245,-0.012280614,-0.016243516,0.389402866,0.170940176,Short,1,Low,1,2,False
24.45856,76.75069,8,Garlic,-10.20554043,-12.36906155,-10.94704083,-8.22704497,-11.60331081,-13.92174062,-9.846915205,-10.9290125,-3.681718281,-8.287655845,-8.666371188,-11.84133279,-7.243887555,-6.937010318,-6.387677048,-28.47126643,-23.06827675,-18.94311704,-21.32820661,-25.58485215,-25.84999739,-24.29373928,-22.69594616,-13.90002147,-18.1318218,-17.73467977,-14.0131459,-13.17319218,-15.29701984,-15.21128405,0.100428656,0.079976305,0.056120776,0.080635667,0.070085473,0.096360989,0.073677957,0.077878103,0.093154915,0.008453426,0.106060609,0.072931275,0.097722687,0.08645229,0.050198149,0.062022608,0.03563536,0.026058091,0.012977099,0.07156951,0.003283302,-0.000218293,0.019048391,0.028734975,-0.026493568,-0.021786956,0.293904006,-0.052796949,0.021078566,0.067817792,0.353367865,0.142857149,0.494164735,-0.001064091,-0.049764115,0.391880691,0.555666745,Short,1,Medium,2,1,False
24.45943,76.74875,2,Mustard,-15.59625472,-15.30412417,-9.410576687,-7.271894286,-11.69031676,-9.845920428,-14.06451103,-11.86695509,-8.63964031,-12.00215962,-8.114267134,-11.53620738,-9.695629768,-10.69857019,-10.47109962,-21.31230412,-26.09959077,-17.26334769,-12.95077494,-17.13223229,-21.26979221,-25.75046713,-23.71600625,-20.52778907,-24.04540612,-12.98819559,-18.67672342,-14.95290387,-17.74628142,-14.06841189,0.109833971,0.096747965,0.061516453,0.086383604,0.069797225,0.095251016,0.079181962,0.058241758,0.080398351,0.008013641,0.083945669,0.062989995,0.078536846,0.094650209,0.007712082,0.061053805,0.064632334,0.012734347,-0.007628042,0.058847077,-0.014365591,0.002012729,0.000163185,0.013609851,-0.021473484,-0.024545971,0.259355515,-0.02537032,0.018099004,0.036347974,0.43663913,0.089366361,0.599472106,-0.007723911,0.019457202,0.596545935,0.577711165,Short,1,Low,1,2,False
24.46055,76.74838,1,Wheat,-7.680334611,-8.115990008,-11.14769515,-8.453554487,-10.63939937,-8.929880421,-8.309219874,-8.823483464,-5.534994131,-5.259902967,-10.34644472,-2.648684651,-4.769417338,-6.195960681,-2.544091969,-17.20428497,-16.32256423,-20.04188798,-22.8234161,-17.80767085,-17.90734668,-16.04776263,-16.25900093,-17.03307154,-18.97036416,-17.7700094,-22.81102819,-15.1059043,-15.00443565,-15.13876959,0.093717277,0.079224922,0.05878713,0.082298137,0.077915378,0.097137265,0.100727476,0.048787612,0.09457618,0.006641536,0.120803446,0.085024685,0.13720791,0.07227616,0.04627949,0.063154094,0.044156834,0.014832448,0.040112749,0.041731756,-0.013619554,0.002597122,0.00963424,0.015761448,-0.022609934,-0.021441378,0.148470387,-0.027095951,0.011528706,0.026347989,0.307112962,0.066421568,0.223377064,-0.008268604,-0.005270413,0.45100224,0.446758568,Short,1,Low,1,2,False
24.49399,76.7278,8,Garlic,-9.163219494,-13.96847953,-11.19279076,-8.607353065,-12.1729153,-11.5417494,-11.91758427,-12.24157713,-6.258023739,-9.933555149,-7.126308283,-8.466660689,-6.796479313,-6.425857386,-10.90878205,-19.61505013,-19.33923467,-26.85239335,-19.32261819,-23.26138938,-28.92180843,-21.70640283,-22.33047845,-15.42453481,-20.42971186,-16.57745576,-18.94648975,-14.25012936,-11.24240834,-13.61343905,0.128884614,0.114003375,0.092747033,0.099423632,0.081707053,0.125726238,0.108733512,0.062384836,0.09876015,-0.002040059,0.105392158,0.135188475,0.098463535,0.09565217,0.090301007,0.025830258,0.073098548,0.066221483,0.065906502,0.055844374,0.004,-0.005555296,-0.004592336,0.015280532,-0.023272997,-0.010233429,0.252391458,-0.018080357,0.026078107,0.037073012,0.08302024,0.114350505,0.200218812,-0.02112676,0.017995736,0.417252868,0.217933908,Short,1,Medium,2,1,False
24.49471,76.80861,2,Mustard,-12.78095255,-9.396910092,-11.07132443,-7.893573339,-12.94039009,-8.662213084,-11.26259313,-7.535877734,-10.3637983,-10.30394402,-7.704291147,-11.59693671,-9.084387583,-5.842662368,-7.371376918,-19.04650566,-22.71282255,-18.46843342,-21.99002945,-25.1780315,-16.27222127,-20.46790626,-19.14898735,-21.99157013,-20.56407474,-14.58490073,-23.96015954,-18.56669985,-15.40418023,-15.05869661,0.09485624,0.067441113,0.042881645,0.05946685,0.047876257,0.066349097,0.06644655,0.004337349,0.061859895,-0.104053237,0.076348551,0.045640074,0.070801035,0.033333335,0.034453057,0.030109489,0.026504299,0.014016523,0.015422579,0.057804491,-0.003074653,0.00371017,-0.000165536,-0.00597818,-0.027378134,-0.009528782,0.074963257,-0.00873965,0.049931288,0.042269085,0.439607054,0.193344429,0.380683333,0.178327814,-0.017167045,0.13616398,0.067546859,Short,1,Low,1,2,False
24.4972,76.73977,1,Wheat,-13.18352122,-9.762077457,-7.178628692,-8.206186855,-9.386486853,-10.45805257,-14.02588772,-10.92666113,-3.827277178,-7.879068512,-5.313929634,-7.005108074,-9.593506744,-5.560101033,-5.398022626,-22.73759482,-15.68397684,-13.31447893,-18.21303634,-17.20077329,-17.49677773,-18.75834728,-14.08898714,-13.31231561,-16.82090156,-11.05894307,-12.82329274,-14.78666799,-15.40131379,-13.20030582,0.20744808,0.196450576,0.116922304,0.186818391,0.115931883,0.186295509,0.178545892,0.149929941,0.176686555,-0.024722502,0.200191349,0.139828593,0.1780366,0.262541384,0.176926389,0.189022943,0.087683521,0.022068096,0.049037866,0.121149898,0.037466653,0.003712934,0.008485639,0.020440608,-0.024169894,-0.007038949,0.184401855,-0.009376146,-0.037199125,0.026883401,0.020331651,0.159820914,0.295618057,-0.010361068,0.009926855,0.256865919,0.347057283,Short,1,Low,1,2,False
24.4977,76.72853,8,Garlic,-13.62301331,-10.52005268,-7.228193699,-9.433109468,-8.704555903,-11.02324191,-11.40315493,-8.164565625,-6.802135905,-10.45324279,-5.129369543,-8.24040978,-8.114282645,-8.755741342,-8.115581974,-24.45355504,-19.34765957,-17.00916627,-16.46574812,-19.1031472,-21.18955197,-24.3947289,-19.39672775,-16.50253791,-24.0719703,-14.85681106,-18.47498505,-16.17679326,-15.83373961,-11.39298282,0.140874386,0.128765792,0.090380423,0.095622122,0.090047397,0.111995451,0.085081585,0.047683463,0.086024158,-0.025540275,0.103978053,0.03556582,0.083176315,0.095072463,0.070259206,0.088510171,0.076533481,0.080990627,0.033701658,0.054743286,-0.031693079,0.002613403,-0.007251462,0.026577305,-0.02345364,-0.015015842,0.226216808,0.014002023,-0.000682944,0.039489057,0.027945705,0.14810732,0.300259411,-0.035765942,0.008699894,0.477312684,0.445952266,Short,1,Medium,2,1,False
24.49779,76.73438,1,Wheat,-11.62874769,-12.97644649,-15.89654623,-8.521688662,-15.42939885,-13.71544224,-12.10259318,-11.79403617,-7.200631218,-11.05850539,-8.949239602,-11.92972663,-7.863586596,-8.162253662,-8.86540154,-20.91421503,-20.52064797,-25.9339434,-23.43997074,-22.98123898,-25.45049948,-25.81175929,-23.6920552,-13.59670989,-19.03525504,-15.11558348,-15.14020898,-12.36581196,-15.46825068,-12.94060565,0.137667701,0.123847164,0.102135561,0.113096535,0.080718458,0.118009783,0.097451948,0.052204177,0.103008568,-0.002760813,0.105798192,0.101141281,0.103638873,0.0972073,0.078478575,0.074619286,-0.00185905,-0.026363308,0.036137439,0.052263375,-0.06742014,0.002431434,0.015888393,0.050594546,-0.024092095,-0.015642304,0.180397451,-0.018667599,-0.023609856,0.037737347,-0.036195707,0.15264304,0.378588051,-0.01415194,0.029705005,0.233022064,0.174225837,Short,1,Low,1,2,False
24.49834,76.74846,1,Wheat,-16.82043394,-14.82424854,-16.8033873,-12.76223185,-12.01268653,-11.98880504,-15.92453409,-9.46588782,-6.805711734,-9.765198803,-6.674434668,-10.10236874,-14.7046141,-6.883404158,-10.98835062,-23.80635973,-19.28010943,-19.27798427,-24.60318143,-26.16973891,-25.84030624,-25.06292819,-24.8944129,-12.46680399,-20.22299868,-17.51266047,-16.23766797,-15.93810667,-12.79784011,-17.11648529,0.125673994,0.115753569,0.083877206,0.106449455,0.077035591,0.122352943,0.117463619,0.048928685,0.116773874,0.010261714,0.123864181,0.106032044,0.122347392,0.128806934,0.044933919,0.105647124,0.123272523,0.01094941,0.024660913,0.036454018,-0.040894222,0.006397271,0.037368827,0.009358142,-0.022902546,-0.061304178,0.15919283,-0.027694046,-0.01071552,0.041064903,0.252092272,0.109661497,0.531822741,0.057441767,-0.013986014,0.073001467,0.015942721,Short,1,Low,1,2,False
24.5124,76.63068,13,Gram,-11.79454631,-14.41879245,-12.24343336,-10.53264778,-11.80179646,-14.29673481,-10.21321203,-13.40712121,-8.25891275,-11.89714953,-6.615218468,-11.19858742,-11.85126642,-10.37981927,-7.446346217,-19.34494801,-21.24217989,-18.86714678,-26.89465296,-27.06116875,-26.88669604,-20.50259667,-21.33633613,-18.82719624,-16.18579462,-15.96914686,-20.17398935,-17.41624757,-16.62260894,-17.28316578,0.090233937,0.080436267,0.048651818,0.087994546,0.070238486,0.085908316,0.074468084,0.063464835,0.080890141,0.00383035,0.090375207,0.05982906,0.125210941,0.115355231,-0.010291366,0.101309441,0.156741306,0.079535298,0.000227912,0.033265542,0.085470088,0.00508457,0.001247401,0.022182433,-0.021637106,-0.018454837,0.142347693,0.006735751,0.008243623,0.051854976,0.517484546,0.077817082,0.040502906,0.133264199,0.070886992,0.445973486,0.25754264,Short,1,Low,1,2,False
24.53106,77.00283,2,Mustard,-10.72868053,-9.947264242,-9.659048857,-8.198363409,-8.868142896,-13.67842818,-13.73770136,-13.73134917,-11.90573973,-13.31270066,-14.62280344,-7.280893086,-7.461544464,-10.61716787,-9.33768833,-20.51651007,-22.16850083,-23.23817186,-16.29626706,-21.66305824,-26.95409474,-24.16269743,-25.75134406,-32.81339491,-23.05227206,-22.60600426,-22.99024356,-14.35035778,-15.24184776,-15.07962047,0.064747162,0.049527969,0.052652258,0.050672192,0.049136937,0.066057235,0.046332024,-0.006143425,0.04937312,0.042005636,0.053835448,0.048514806,0.054855324,0.027298329,0.017544338,0.05301455,0.038447026,0.036895372,0.036053788,0.013590898,0.04082641,0.025015663,0.005568409,0.005142913,-0.014513455,-0.015759312,0.030359138,0.02649845,0.144012466,0.044863079,0.279344857,0.157676578,0.044688459,0.018961035,0.149978518,0.246813774,0.178089052,Short,1,Low,1,2,False
24.53226,77.00189,2,Mustard,-9.265463452,-9.035344175,-8.318642432,-7.163051287,-7.725726318,-11.76757518,-14.61128418,-16.22495752,-15.73385933,-16.94865793,-11.052719,-16.99967688,-8.127778292,-8.844026672,-9.017487854,-20.66270987,-19.47172564,-20.88742941,-11.11141003,-19.33404475,-23.92310337,-25.58155996,-25.63106692,-28.290304,-24.99592469,-28.39524458,-23.20887112,-18.69025865,-13.7005495,-19.15014126,0.121985801,0.074849918,0.054852795,0.073724203,0.052796502,0.085744515,0.063848324,0.091114536,0.071734697,0.007071317,0.08834929,0.07281094,0.083361864,0.046387512,0.02743304,0.076190896,0.02458301,0.050126079,0.059789173,0.014814593,0.067575797,0.042054329,0.0030943,0.002443928,-0.012299252,-0.027070977,0.033538483,0.020721005,0.14504008,0.035745423,0.257802457,0.431533784,0.203255326,0.02149594,0.174072057,0.283330113,0.248024717,Short,1,Low,1,2,False
24.53453,77.04475,1,Wheat,-9.146281634,-10.72648677,-10.08713583,-10.40157069,-9.301475341,-11.57927308,-12.17820498,-13.02244151,-13.13275395,-4.826770169,-9.529152466,-8.104091435,-7.630543015,-9.644341876,-7.978495142,-20.57546103,-21.07768456,-21.35831534,-14.83868604,-21.1034158,-19.60957448,-19.18417098,-21.52327553,-21.74229665,-16.95637757,-15.39380374,-13.93161443,-13.4605598,-13.07705904,-11.76171426,0.1412815,0.097017415,0.109697647,0.093035989,0.091467261,0.113466591,0.115021944,-0.030612366,0.108676456,0.003211253,0.143292099,0.111435801,0.125613913,0.048720997,0.05407672,0.08041086,0.036598574,0.067143463,0.060361765,0.032666054,0.050358247,0.000681486,0.004002643,0.045251947,-0.005797507,-0.015749281,0.031138398,0.137456521,0.125977755,0.093937173,0.334843338,0.63044852,0.343768358,0.053480394,0.062127791,0.447286487,0.519517541,Short,1,Low,1,2,False
24.53729,77.01164,1,Wheat,-10.84513245,-14.91996569,-13.31433004,-7.661646462,-8.950588752,-13.66212888,-16.27600998,-15.01272075,-14.9932501,-11.18463706,-12.14150444,-9.150167402,-8.342777544,-6.910640186,-10.10090567,-21.03173747,-18.79550586,-18.33132926,-17.79869016,-14.47624449,-25.92557192,-25.00797803,-20.65720284,-20.22657798,-16.32353246,-18.04855392,-16.80056927,-13.73047521,-13.21205356,-15.30739142,0.308966577,0.267968088,0.226894096,0.275006443,0.154012725,0.278724611,0.23775737,0.179506645,0.265685886,-0.000454976,0.14427112,0.099014722,0.103344373,0.053225391,0.081210837,0.04577348,0.050261103,0.066239275,0.071760073,0.012075486,0.063607164,0.031222085,-0.013286239,0.030929692,-0.011931538,-0.016785802,0.062703036,0.131025121,0.165293425,0.070181571,0.445786208,0.031308234,-0.003876259,0.05327186,0.216420501,0.379377961,0.33998391,Short,1,Low,1,2,False
24.55614,76.80336,2,Mustard,-10.00135625,-12.48241471,-10.17808687,-5.274125965,-12.29110392,-7.706730419,-9.241596265,-9.085871138,-10.89661383,-8.989046296,-11.64204639,-7.927509541,-11.07851629,-5.696699624,-4.185124062,-16.68415736,-17.81678759,-14.08593732,-28.51972754,-18.78912945,-24.04775369,-24.32271078,-20.43318819,-25.00927147,-22.16995416,-16.11101123,-15.43120739,-15.52471967,-13.38059082,-13.03146787,0.090517081,0.081278026,0.062881403,0.072439164,0.049496081,0.093468465,0.067887932,-0.036060169,0.066701002,-0.00238806,0.078677841,0.057165649,0.076206811,0.067187503,-0.002373042,0.05672529,0.053743254,0.036210317,0.08182428,0.001428061,-0.004441924,0.002887491,-0.009497427,-0.02009555,-0.027472528,-0.01188252,0.216117218,-0.028379073,0.00286533,0.064648375,0.307794929,0.371397793,0.22357066,-0.001968892,0.473123729,-0.012934314,0.097508535,Short,1,Low,1,2,False
24.56377,76.80214,8,Garlic,-12.50995471,-14.52689987,-14.20855308,-11.40018352,-9.425523933,-12.13473497,-10.46351891,-11.08008073,-8.708068852,-12.8830192,-10.45772538,-9.592057246,-12.39877608,-9.040555967,-8.855466114,-22.40164631,-20.03608498,-16.32602879,-23.97495048,-21.88655066,-27.88659049,-25.40741015,-23.7072925,-23.97206246,-18.65227457,-12.45773503,-17.65905344,-17.1712015,-11.83321634,-15.01676188,0.129486665,0.117033601,0.096026488,0.10415715,0.064509258,0.124857858,0.088241637,-0.042266462,0.080330007,0.0,0.11570248,0.117737338,0.1225833,0.100070305,-0.008097166,0.091295116,0.060111731,0.060427077,0.061398175,0.032265719,0.072774991,-0.000696715,-0.008872947,-0.020876035,-0.03074974,-0.005197277,0.238673523,-0.030412784,-0.02707286,0.050342914,0.325443774,0.380538315,0.39390862,-0.008036545,0.380495191,0.0036974,0.346243232,Short,1,Medium,2,1,False
24.56429,76.64293,1,Wheat,-10.12860968,-9.835422179,-9.578126688,-10.07413424,-15.99878529,-8.395324358,-11.43119503,-9.579933421,-7.628669425,-10.32200878,-11.38849367,-12.81506148,-8.596781813,-6.900784358,-6.663995446,-21.7905452,-20.72856257,-21.13706408,-21.43987971,-29.90498457,-21.17401631,-22.83472174,-25.10251232,-29.38155722,-17.70482473,-17.77776641,-17.74939987,-23.01529933,-12.25907822,-9.236861545,0.124295533,0.097193502,0.07918752,0.097735398,0.079261027,0.09607251,0.090846993,0.065758094,0.07906054,-0.010589411,0.095163807,0.070314795,0.088700771,0.076464005,0.06142506,0.075127207,0.064441353,0.061875168,0.037853949,0.021876445,0.007529934,0.005208054,0.064113982,0.016634142,-0.016911592,-0.021875786,0.247434437,0.015994033,-0.023188021,0.01899668,0.631467044,0.208034426,0.079478763,-0.019052088,0.040246315,0.03098171,0.222222224,Short,1,Low,1,2,False
24.56432,76.64337,1,Wheat,-14.32726653,-13.33590024,-16.08267489,-8.805508205,-14.41806661,-14.74087903,-12.731059,-9.537200276,-8.738976412,-11.30183305,-8.001558512,-10.75537746,-6.403933086,-11.14394672,-6.022166815,-22.86017116,-19.10221425,-27.62035232,-19.29886184,-16.02404955,-24.01736696,-19.93904254,-20.92692369,-16.89703075,-20.54483445,-15.88986684,-21.79436931,-19.63524147,-14.57359134,-16.28696179,0.155312121,0.099228792,0.086956523,0.119938888,0.090712741,0.116416439,0.11028783,0.08872509,0.109302953,0.023886759,0.111582294,0.09016183,0.120429389,0.086708859,0.043977056,0.079373233,0.053180747,0.092541784,0.0,0.02348257,-0.035724919,0.007550201,0.067697734,0.028491879,-0.01852826,-0.024311602,0.243014395,0.006526229,-0.012545921,0.036827713,0.493466377,0.243660793,0.085543968,-0.015249714,-0.024503006,0.036129303,0.24759616,Short,1,Low,1,2,False
24.56999,76.7958,2,Mustard,-14.8300658,-13.46376903,-13.82185385,-14.08726853,-16.83726268,-15.12496308,-10.83662223,-11.87999701,-15.52261989,-9.765120942,-12.11565841,-10.56382245,-8.817296967,-8.489445684,-8.521535338,-29.41684572,-20.83335732,-20.72784033,-24.018406,-19.27721436,-27.02684534,-25.11516567,-21.39219074,-23.24413716,-21.43932641,-17.04038094,-14.18160419,-21.1675989,-14.57875711,-13.54716303,0.138617083,0.115757041,0.096966684,0.12123242,0.06823431,0.113945581,0.103669725,-0.027717391,0.094416708,0.002707407,0.124257751,0.094780222,0.141054526,0.111628994,0.067325801,0.060509555,0.058631159,0.048363097,0.02105551,0.144096911,0.048084341,-0.000831774,-0.011704366,-0.019902766,-0.02863179,-0.029253336,0.049946487,-0.067756392,0.004932913,0.040611759,0.434838057,0.469182402,0.241469815,0.011746003,-0.012147482,0.02454084,0.522738636,Short,1,Low,1,2,False
24.57164,76.80171,1,Wheat,-9.90672403,-10.89667589,-9.743617789,-11.04930006,-13.60395633,-13.4673286,-10.88484377,-10.39531121,-9.301632379,-11.22445778,-7.609287393,-8.796235456,-10.42770533,-9.253735808,-7.329961025,-20.3765508,-24.90023866,-24.62155705,-24.72049367,-20.09679137,-18.40374324,-21.26891101,-21.54897526,-24.17683576,-18.93787695,-12.33236394,-14.45880201,-17.1801328,-12.87334419,-13.8632095,0.15862377,0.112065881,0.105209395,0.096794978,0.062955856,0.126246408,0.085243553,0.016213086,0.103649639,0.022332506,0.093307085,0.081609964,0.09640523,0.092018031,0.058852866,0.073543929,0.073408626,0.085211903,0.04408145,-0.003066761,0.060270604,-0.003091355,-0.011659193,-0.009231732,-0.03316097,-0.009140768,0.02181864,-0.007647665,-0.010781414,0.042610127,0.434273541,0.34976238,0.500710368,0.018509818,-0.029223612,-0.036741037,0.376944542,Short,1,Low,1,2,False
24.57394,76.83486,1,Wheat,-8.46004658,-8.870881991,-7.264000359,-8.173669408,-10.16253244,-9.928220842,-5.485288957,-11.76827669,-9.300614764,-6.951889365,-6.067042155,-5.820023912,-5.84833711,-5.67073651,-5.605737408,-14.5037974,-16.03652559,-17.28792598,-15.05491782,-13.6257886,-12.46153577,-12.77887022,-15.24985338,-12.76932749,-13.47244633,-12.72092221,-9.421304357,-16.14877765,-10.97542141,-18.60431532,0.24835594,0.141358361,0.14458178,0.172432587,0.137663603,0.130782694,0.39620471,0.024799416,0.346064806,0.048393827,0.382601112,0.184279472,0.457110614,0.205893755,-0.108308494,0.041142859,0.308179557,0.047230322,0.160339653,-0.00137028,0.033087149,-0.001802208,0.003703018,-0.003723549,-0.024256092,-0.003953871,0.382759482,-0.026613908,0.023812918,0.040360007,0.355371892,0.36418888,0.337822676,-0.031321533,0.072718151,0.585085094,0.430176556,Short,1,Low,1,2,False
24.57519,76.83915,1,Wheat,-14.84729922,-10.89656212,-12.02987551,-8.395585105,-13.3466115,-13.37496987,-8.426724448,-11.50586278,-13.22174408,-7.87762208,-7.610566886,-8.641286595,-10.79762153,-12.64804233,-7.96931744,-20.28163032,-21.81190829,-18.33790251,-21.11635934,-22.58683925,-18.67841712,-18.67717139,-18.95587715,-22.32715772,-19.87539911,-15.76671933,-15.55838051,-18.42438004,-15.75067496,-16.7211,0.406859189,0.185711548,0.236614853,0.150361627,0.137051627,0.148442268,0.231518745,0.078176528,0.159849748,0.029530417,0.179165766,0.112568304,0.116852336,0.143052697,-0.007850467,0.030678555,0.08933571,0.027848102,0.072780818,-0.00023487,-0.003756574,-0.001161183,-0.01494298,0.009055154,-0.029164607,0.00083784,0.245676637,-0.024069579,0.042120457,0.046762589,0.479947567,0.304495335,0.410470754,-0.03338024,0.329842925,0.559409797,0.584090889,Short,1,Low,1,2,False
24.57659,76.83623,1,Wheat,-13.0821673,-14.56822002,-12.63720248,-9.96099045,-11.51211414,-15.93011623,-4.955084383,-6.945291656,-10.25979016,-9.89983148,-5.912210913,-10.76689442,-5.758768181,-6.338555281,-7.610116706,-20.55586463,-19.69170767,-22.96205828,-22.53755975,-23.4529977,-20.45177395,-19.46903217,-13.46368426,-19.13272632,-23.56552795,-11.4864576,-15.25623069,-15.26233313,-21.45148243,-13.70408881,0.128722727,0.12316221,0.108482257,0.094294578,0.08699473,0.108126879,0.095427439,0.130747393,0.099056602,0.077461004,0.116897509,0.081203863,0.099796332,0.137492433,-0.006411003,0.051454138,0.085029937,0.004700352,0.059966817,0.007511951,0.002452182,-0.000389213,-0.006068248,0.003375605,-0.022646658,-0.008020777,0.216975823,-0.024327649,0.034732711,0.043093033,0.364357471,0.307849556,0.311946362,-0.03036087,0.053003535,0.567891598,0.565749228,Short,1,Low,1,2,False
24.57894,77.02962,8,Garlic,-11.16600472,-16.86839241,-18.32544282,-14.29969426,-8.989572927,-12.65845781,-16.42681652,-11.22531365,-9.815963927,-7.383807135,-6.608932923,-4.997338393,-6.924882903,-5.498720689,-4.402364066,-19.99850018,-25.51272273,-24.6104464,-17.04754608,-16.96911948,-21.08256946,-19.15251887,-20.28888496,-19.81429448,-15.94315001,-16.34809337,-15.57495008,-15.7640228,-13.41361934,-12.97241005,0.110364817,0.058893941,0.054120362,0.081044398,0.051799621,0.126655042,0.087146096,0.090761892,0.090433896,0.020626593,0.11539638,0.103070222,0.098162137,0.026083535,0.054201063,0.076422513,0.026036464,0.057523184,0.040884621,0.081605256,-0.007202533,0.061933912,0.002562913,0.007343323,-0.010490009,-0.019496648,0.036452569,0.118999563,0.082224935,0.0576922,0.314112306,0.455025256,-0.032689072,0.219867915,0.197225392,0.334698737,0.161471546,Short,1,Medium,2,1,False
24.58327,76.75995,1,Wheat,-12.26172214,-9.361557142,-15.5754515,-7.734730188,-9.656406431,-9.336555858,-12.89798718,-13.27328845,-14.38092943,-11.91927935,-9.136274603,-11.31405922,-11.16332144,-7.796917482,-9.12416788,-15.23994957,-17.85815094,-24.82073521,-17.75701587,-20.85903011,-24.22859373,-22.02754118,-23.03289123,-18.78499938,-19.93377838,-18.00989143,-18.77248575,-23.98664236,-17.57515383,-12.31357138,0.132806271,0.10958568,0.109850436,0.08657901,0.068262167,0.111278571,0.090909094,0.084679008,0.101326257,-0.007977961,0.10712035,0.067283951,0.129659131,0.068586588,0.053347655,0.047866419,0.04037267,0.036800001,0.033311978,0.001982614,0.061992619,0.005904059,-0.013316424,-0.009494783,-0.025833933,-0.025719821,0.172849685,-0.015927978,-0.010859519,0.028123058,0.376215398,0.335425377,0.233412132,-0.024071133,0.518534482,0.013269443,0.485908955,Short,1,Low,1,2,False
24.59345,76.78846,1,Wheat,-7.217703663,-7.326568228,-8.34878256,-8.462658947,-10.28492088,-7.734570394,-4.904995921,-7.422732093,-10.2066547,-10.8905405,-6.850896409,-14.42332383,-13.83957521,-6.618376834,-7.274762932,-16.30517702,-15.33810558,-14.4799806,-16.02490714,-18.44132457,-23.66209579,-17.30978653,-24.96715916,-19.06966145,-23.93826773,-19.42203672,-20.67952696,-14.43773789,-16.13322331,-14.31903007,0.127361134,0.105473205,0.090368606,0.118825853,0.086088941,0.163046464,0.145614997,0.101385847,0.169230774,0.020539766,0.120099567,0.077821009,0.110975981,0.090595938,-0.039888032,0.068297051,0.066164605,0.075079873,0.04372919,0.034379672,0.140485704,0.00426799,-0.008483203,-0.018575085,-0.025176577,-0.014767498,0.1610374,0.02180797,-0.003097893,0.044530332,0.18316555,0.550627947,0.118627287,-0.009572072,0.227767512,0.033304118,0.377685964,Short,1,Low,1,2,False
24.59841,76.9208,2,Mustard,-12.67623397,-15.38095216,-14.00201698,-13.0658136,-16.5135107,-13.29299974,-13.57911052,-16.24627331,-15.53742223,-10.92052246,-10.01665743,-8.383306772,-11.35328739,-13.2435048,-11.40142367,-21.63027151,-22.22312649,-26.48709865,-27.62756556,-23.32598673,-22.89365732,-21.93157625,-21.06727413,-23.3420282,-22.79032826,-16.29182031,-21.9210529,-18.25813328,-15.42536561,-15.00307204,0.14496623,0.122000001,0.116713755,0.121200465,0.10869965,0.125572145,0.107387967,0.085451461,0.110680364,-0.116761297,0.112372749,0.07847435,0.09014675,0.098190047,0.029065201,0.075873829,0.06165228,0.040167365,-0.007674944,0.00213106,0.083108105,0.004648619,-0.012746639,0.002879703,-0.019924156,-0.021725731,0.056486882,0.012502605,0.095337771,0.189015478,0.250048637,0.346427083,0.111498259,0.004816882,0.433333337,0.52692914,0.615448713,Short,1,Low,1,2,False
